,u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,ref,bridge,access,junction,service,tunnel,area
0,25451907,2143372273,0,23149902,True,5,Airport Boulevard,trunk,50,37.626,"LINESTRING (103.9821061 1.3417832, 103.9819695 1.3414736)",,,,,,,
1,25455307,7301014993,0,590374268,True,3,T1 Boulevard,trunk,50,148.478,"LINESTRING (103.9859642 1.3514576, 103.9865069 1.3526777)",,,,,,,
2,26778790,4602579497,0,74776949,True,4,Selegie Road,primary,50,15.445,"LINESTRING (103.8500291 1.3015196, 103.8500298 1.3016585)",,,,,,,
3,26778799,571883509,0,173767774,True,5,Orchard Road,primary,50,21.63,"LINESTRING (103.8429499 1.3000417, 103.8431335 1.2999773)",,,,,,,
4,26778809,6981881347,0,633219856,True,5,Orchard Road,primary,50,10.828,"LINESTRING (103.8407089 1.300716, 103.8408016 1.3006861)",,,,,,,
5,26778862,7019703242,0,396336421,True,5,Selegie Road,primary,50,19.232,"LINESTRING (103.8503359 1.3042268, 103.8504288 1.3043727)",,,,,,,
6,26778938,5497109548,0,396336407,True,4,Bukit Timah Road,trunk,60,14.521,"LINESTRING (103.8506967 1.3047524, 103.8506051 1.3048455)",,,,,,,
7,26781923,5189461831,0,74864002,True,3,Telok Blangah Road,primary,60,52.576,"LINESTRING (103.8258341 1.2667254, 103.8261913 1.2670353)",,,,,,,
8,26781973,1837448982,0,747280760,True,4,South Bridge Road,secondary,50,39.235,"LINESTRING (103.8458432 1.283202, 103.8456761 1.2828912)",,,,,,,
9,26781997,602549545,0,477930090,True,4,South Bridge Road,secondary,50,61.548,"LINESTRING (103.8455644 1.2827013, 103.8452956 1.2822174)",,,,,,,
10,26782068,4841156972,0,162783049,True,5,West Coast Highway,trunk,70,115.839,"LINESTRING (103.8291064 1.2697537, 103.8298719 1.2704605)",,,,,,,
11,26782119,6131982070,0,74928377,True,3,Telok Blangah Road,primary,60,79.379,"LINESTRING (103.8184712 1.2668016, 103.8190694 1.2664118)",,,,,,,
12,26782119,4748024558,0,173166889,True,4,Seah Im Road,residential,50,34.431,"LINESTRING (103.8184712 1.2668016, 103.8184172 1.2664967)",,,,,,,
13,26782131,246800771,0,477930091,True,4,South Bridge Road,secondary,50,4.926,"LINESTRING (103.8448068 1.281414, 103.8447803 1.2813785)",,,,,,,
14,26782134,6027464530,0,654397501,True,4,Telok Blangah Road,primary,60,29.995,"LINESTRING (103.8195169 1.2661411, 103.8197588 1.2660216)",,,,,,,
15,26782232,4723007218,0,637031015,True,3,Telok Blangah Road,primary,60,8.088,"LINESTRING (103.8210512 1.2658157, 103.8211239 1.2658186)",,,,,,,
16,26782339,3350897025,0,751804397,True,2,Kreta Ayer Road,residential,50,28.053,"LINESTRING (103.8427808 1.2798578, 103.8426771 1.2800878)",,,,,,,
17,31737626,1228968823,0,74769722,True,2,Hougang Avenue 1,secondary,50,90.764,"LINESTRING (103.8889187 1.3593666, 103.8892804 1.3586348)",,,,,,,
18,31737627,5120178449,0,630117921,True,2,Hougang Avenue 1,secondary,40,11.332,"LINESTRING (103.8897325 1.3574283, 103.88975 1.3573279)",,,,,,,
19,31737628,31737629,0,640248161,True,2,Hougang Avenue 1,secondary,50,43.517,"LINESTRING (103.8900342 1.3550461, 103.8899753 1.3546592)",,,,,,,
20,31737629,4691361739,0,168198606,True,2,Hougang Avenue 1,secondary,50,26.535,"LINESTRING (103.8899753 1.3546592, 103.8898969 1.3544338)",,,,,,,
21,31737710,5970988434,0,537579063,True,2,Hougang Avenue 1,secondary,50,59.241,"LINESTRING (103.8885356 1.3601774, 103.8887639 1.359696)",,,,,,,
22,31737711,5967966046,0,537062179,True,2,Hougang Avenue 1,secondary,50,6.702,"LINESTRING (103.888853 1.3595047, 103.8888817 1.3594517)",,,,,,,
23,31737712,31737627,0,630117921,True,2,Hougang Avenue 1,secondary,40,59.333,"LINESTRING (103.8895785 1.3579392, 103.8897325 1.3574283)",,,,,,,
24,74368120,6214426660,0,481676025,True,4,Orchard Road,primary,50,54.367,"LINESTRING (103.8318399 1.3050396, 103.8322644 1.3047968)",,,,,,,
25,74392496,6232047028,0,665776858,True,2,Mohamed Sultan Road,residential,50,18.769,"LINESTRING (103.8421234 1.2940987, 103.8420095 1.2939741)",,,,,,,
26,74405856,6056620188,0,646965007,False,4,Mohamed Sultan Road,residential,50,26.182,"LINESTRING (103.8411103 1.2926288, 103.8412445 1.2928223)",,,,,,,
27,74405856,682933923,0,646965008,False,4,Mohamed Sultan Road,residential,50,15.625,"LINESTRING (103.8411103 1.2926288, 103.8410362 1.2925094)",,,,,,,
28,74407251,4738210402,0,633265315,True,2,River Valley Road,primary,50,57.281,"LINESTRING (103.8430238 1.2933956, 103.8425864 1.2936679)",,,,,,,
29,74408902,6226629011,0,9588211,False,4,Mohamed Sultan Road,residential,50,13.129,"LINESTRING (103.8397009 1.2913369, 103.8396014 1.2912733)",,,,,,,
30,74408902,682924928,0,665250502,False,4,Mohamed Sultan Road,residential,50,23.955,"LINESTRING (103.8397009 1.2913369, 103.8398828 1.2914524)",,,,,,,
31,74408905,5985310884,0,479205322,False,3,Mohamed Sultan Road,residential,50,45.868,"LINESTRING (103.840578 1.2919731, 103.8402515 1.2917209)",,,,,,,
32,74408905,682933110,0,665782184,False,3,Mohamed Sultan Road,residential,50,21.144,"LINESTRING (103.840578 1.2919731, 103.8407342 1.2920816)",,,,,,,
33,74408907,6232116148,0,665780673,False,2,Mohamed Sultan Road,residential,50,15.395,"LINESTRING (103.8408885 1.2922906, 103.840806 1.2921794)",,,,,,,
34,74408907,6232116149,0,665780677,False,2,Mohamed Sultan Road,residential,50,10.163,"LINESTRING (103.8408885 1.2922906, 103.8409376 1.2923677)",,,,,,,
35,74408909,4726517042,0,634175010,False,2,Mohamed Sultan Road,residential,50,70.041,"LINESTRING (103.8413508 1.292978, 103.841711 1.2934948)",,,,,,,
36,74408909,6056620188,0,665776856,False,2,Mohamed Sultan Road,residential,50,20.962,"LINESTRING (103.8413508 1.292978, 103.8412445 1.2928223)",,,,,,,
37,74442029,7270989023,0,778743371,True,4,River Valley Road,primary,50,30.454,"LINESTRING (103.8442826 1.292558, 103.8440604 1.2927182)",,,,,,,
38,74442031,6136940045,0,654956717,True,3,River Valley Road,primary,50,16.111,"LINESTRING (103.8462994 1.2910752, 103.8461772 1.2911531)",,,,,,,
39,74442034,6136940046,0,21567400,True,3,River Valley Road,primary,50,131.597,"LINESTRING (103.8473601 1.2903699, 103.8463783 1.2910311)",,,,,,,
40,74442035,74442034,0,21567400,True,3,River Valley Road,primary,50,43.381,"LINESTRING (103.8477176 1.2902135, 103.8473601 1.2903699)",,,,,,,
41,74442036,4732496465,0,75538367,True,5,Hill Street,primary,60,24.443,"LINESTRING (103.8482584 1.2902039, 103.8483996 1.2903724)",,,,,,,
42,74454952,6331495121,0,632495826,True,3,River Valley Road,primary,50,9.28,"LINESTRING (103.8436365 1.2930037, 103.8435662 1.2930487)",,,,,,,
43,74460245,2750379978,0,538223064,True,4,Eu Tong Sen Street,primary,60,59.507,"LINESTRING (103.8459996 1.2874818, 103.8463526 1.2878841)",,,,,,,
44,133662042,6076486433,0,546428619,True,3,Tampines Expressway,motorway,90,11.526,"LINESTRING (103.8519975 1.3969899, 103.8520659 1.3970678)",TPE,,,,,,
45,133662046,133662048,0,14058412,True,3,Tampines Expressway,motorway,90,45.173,"LINESTRING (103.8543391 1.3983637, 103.8546791 1.3985862)",TPE,,,,,,
46,133662048,133662050,0,14058412,True,3,Tampines Expressway,motorway,90,46.792,"LINESTRING (103.8546791 1.3985862, 103.8550111 1.3988449)",TPE,,,,,,
47,133662050,3553412996,0,14058412,True,3,Tampines Expressway,motorway,90,50.365,"LINESTRING (103.8550111 1.3988449, 103.855367 1.3991252)",TPE,,,,,,
48,133662051,1781710553,0,14058412,True,3,Tampines Expressway,motorway,90,57.12,"LINESTRING (103.8557552 1.3993993, 103.8561906 1.3996721)",TPE,,,,,,
49,133662053,1781710555,0,14058412,True,3,Tampines Expressway,motorway,90,55.948,"LINESTRING (103.8566179 1.3999198, 103.8570717 1.4001374)",TPE,,,,,,
50,133662054,5280615163,0,651093787,True,3,Tampines Expressway,motorway,90,66.138,"LINESTRING (103.8575028 1.4003157, 103.8580674 1.4005033)",TPE,,,,,,
51,133662066,3553412938,0,649655372,True,3,Tampines Expressway,motorway,90,129.184,"LINESTRING (103.8683351 1.4010825, 103.8694953 1.4011494)",TPE,,,,,,
52,133662069,6620584577,0,649585387,True,5,Tampines Expressway,motorway,90,52.257,"LINESTRING (103.8808386 1.4014427, 103.8813087 1.4014432)",TPE,,,,,,
53,133662076,2392369410,0,74896321,True,4,Tampines Expressway,motorway,90,31.007,"LINESTRING (103.8847936 1.4014172, 103.8850725 1.4014219)",TPE,,,,,,
54,133662081,1779753197,0,32776720,True,2,,motorway_link,50,47.218,"LINESTRING (103.8925021 1.4005659, 103.8929254 1.4006012)",,,,,,,
55,133662081,5864610050,0,307716381,True,4,Tampines Expressway,motorway,90,69.172,"LINESTRING (103.8925021 1.4005659, 103.8931171 1.4004711)",TPE,,,,,,
56,133662095,133662096,0,620576654,True,5,Tampines Expressway,motorway,90,32.798,"LINESTRING (103.9069777 1.3943434, 103.907186 1.3941345)",TPE,,,,,,
57,133662096,133662097,0,620576654,True,5,Tampines Expressway,motorway,90,165.339,"LINESTRING (103.907186 1.3941345, 103.9082255 1.393071)",TPE,,,,,,
58,133662097,133662098,0,620576654,True,5,Tampines Expressway,motorway,90,102.838,"LINESTRING (103.9082255 1.393071, 103.9088331 1.3923736)",TPE,,,,,,
59,133662098,2120309813,0,630107334,True,4,Tampines Expressway,motorway,90,117.5,"LINESTRING (103.9088331 1.3923736, 103.9095217 1.3915719)",TPE,,,,,,
60,133662099,6041680314,0,74549051,True,4,Tampines Expressway,motorway,90,96.868,"LINESTRING (103.9100165 1.391, 103.9105877 1.3903421)",TPE,,,,,,
61,133662100,133662102,0,74549051,True,4,Tampines Expressway,motorway,90,167.756,"LINESTRING (103.9111708 1.3896819, 103.9121552 1.3885384)",TPE,,,,,,
62,133662102,5992186379,0,74549051,True,4,Tampines Expressway,motorway,90,133.173,"LINESTRING (103.9121552 1.3885384, 103.9129309 1.3876257)",TPE,,,,,,
63,133662104,6750878419,0,311264571,True,4,Tampines Expressway,motorway,90,97.175,"LINESTRING (103.9138941 1.3864947, 103.9144836 1.3858494)",TPE,yes,,,,,
64,133662117,1781726410,0,445716781,True,4,Tampines Expressway,motorway,90,118.365,"LINESTRING (103.9207032 1.3798298, 103.921643 1.3793294)",TPE,,,,,,
65,133662119,133662121,0,445716781,True,4,Tampines Expressway,motorway,90,172.651,"LINESTRING (103.9240149 1.3784639, 103.9255255 1.378103)",TPE,,,,,,
66,133662121,6095827184,0,445716781,True,4,Tampines Expressway,motorway,90,192.328,"LINESTRING (103.9255255 1.378103, 103.9271998 1.3776671)",TPE,,,,,,
67,133662122,6076532256,0,23005094,True,2,,motorway_link,50,7.578,"LINESTRING (103.9284515 1.3773129, 103.9285183 1.3773265)",,,,,,,
68,133662122,6073315886,0,74549062,True,3,Tampines Expressway,motorway,90,22.914,"LINESTRING (103.9284515 1.3773129, 103.9286443 1.37724)",TPE,,,,,,
69,133662124,133662126,0,74549062,True,3,Tampines Expressway,motorway,90,108.218,"LINESTRING (103.9289696 1.3771195, 103.9298737 1.3767586)",TPE,,,,,,
70,133662126,395228987,0,34408712,True,3,Tampines Expressway,motorway,90,330.701,"LINESTRING (103.9298737 1.3767586, 103.9325906 1.3755471)",TPE,yes,,,,,
71,133662128,133662131,0,472098015,True,3,Tampines Expressway,motorway,90,31.249,"LINESTRING (103.9365283 1.3735891, 103.9367729 1.3734506)",TPE,,,,,,
72,133662131,401457373,0,472098015,True,3,Tampines Expressway,motorway,90,46.406,"LINESTRING (103.9367729 1.3734506, 103.9371387 1.3732495)",TPE,,,,,,
73,133662132,1781755614,0,472098011,True,3,Tampines Expressway,motorway,90,191.903,"LINESTRING (103.9382857 1.3726457, 103.9398155 1.371846)",TPE,,,,,,
74,133662133,1781755610,0,472098011,True,3,Tampines Expressway,motorway,90,49.121,"LINESTRING (103.9404033 1.3715124, 103.9407685 1.3712637)",TPE,,,,,,
75,133662134,133662135,0,472098011,True,3,Tampines Expressway,motorway,90,48.377,"LINESTRING (103.9410621 1.371039, 103.9414067 1.3707733)",TPE,,,,,,
76,133662135,401457488,0,472098011,True,3,Tampines Expressway,motorway,90,142.387,"LINESTRING (103.9414067 1.3707733, 103.9423605 1.3699186)",TPE,,,,,,
77,133662136,5977826806,0,633243927,True,4,Tampines Expressway,motorway,90,32.384,"LINESTRING (103.9432491 1.3691015, 103.9434618 1.3689025)",TPE,,,,,,
78,133662139,133662140,0,176204510,True,3,Tampines Expressway,motorway,90,82.659,"LINESTRING (103.9443739 1.3682312, 103.9450194 1.3678622)",TPE,,,,,,
79,133662140,1781760023,0,176204510,True,3,Tampines Expressway,motorway,90,59.468,"LINESTRING (103.9450194 1.3678622, 103.9455014 1.3676302)",TPE,,,,,,
80,133662141,1781760018,0,176204510,True,3,Tampines Expressway,motorway,90,57.213,"LINESTRING (103.9460166 1.3674109, 103.9465043 1.3672465)",TPE,,,,,,
81,133662143,1781760007,0,176204510,True,3,Tampines Expressway,motorway,90,146.793,"LINESTRING (103.9469178 1.3671277, 103.9482032 1.3668253)",TPE,,,,,,
82,133662146,133662147,0,633243926,True,3,Tampines Expressway,motorway,90,182.184,"LINESTRING (103.9502325 1.3663309, 103.9518283 1.3659577)",TPE,,,,,,
83,133662147,1840368290,0,633243926,True,3,Tampines Expressway,motorway,90,139.028,"LINESTRING (103.9518283 1.3659577, 103.9530472 1.3656777)",TPE,,,,,,
84,133662149,1840368288,0,173196575,True,3,Tampines Expressway,motorway,90,45.744,"LINESTRING (103.9535324 1.3655569, 103.9539275 1.3654419)",TPE,yes,,,,,
85,133662151,6095699461,0,649565162,True,3,Tampines Expressway,motorway,90,60.239,"LINESTRING (103.9550121 1.3650936, 103.9555179 1.3648992)",TPE,,,,,,
86,133662153,133662154,0,649565161,True,4,Tampines Expressway,motorway,90,42.517,"LINESTRING (103.9557391 1.3648092, 103.9560855 1.3646471)",TPE,,,,,,
87,133662154,627760486,0,649565161,True,4,Tampines Expressway,motorway,90,110.241,"LINESTRING (103.9560855 1.3646471, 103.9569525 1.3641658)",TPE,,,,,,
88,133662162,627760490,0,173196573,True,3,Tampines Expressway,motorway,90,81.795,"LINESTRING (103.9596744 1.362115, 103.9601747 1.3615756)",TPE,,,,,,
89,133662164,1735669444,0,32983733,True,3,Tampines Expressway,motorway,90,58.316,"LINESTRING (103.9607304 1.3609144, 103.9610532 1.360501)",TPE,yes,,,,,
90,133662165,1735669377,0,32983731,True,3,Tampines Expressway,motorway,90,53.998,"LINESTRING (103.9616699 1.3596251, 103.9619267 1.3592129)",TPE,,,,,,
91,133662172,133662174,0,765893309,True,4,Tampines Expressway,motorway,90,180.368,"LINESTRING (103.9630772 1.3567893, 103.963538 1.355234)",TPE,,,,,,
92,133662174,133662175,0,173767903,True,2,Tampines Expressway,motorway,90,163.359,"LINESTRING (103.963538 1.355234, 103.963941 1.3538212)",TPE,,,,,,
93,133662175,133662177,0,49427108,True,2,Tampines Expressway,motorway,90,227.301,"LINESTRING (103.963941 1.3538212, 103.9645111 1.3518581)",TPE,yes,,,,,
94,133662177,133662180,0,49427108,True,2,Tampines Expressway,motorway,90,94.949,"LINESTRING (103.9645111 1.3518581, 103.9647729 1.3510453)",TPE,yes,,,,,
95,133662180,1726722180,0,49427108,True,2,Tampines Expressway,motorway,90,61.987,"LINESTRING (103.9647729 1.3510453, 103.9649343 1.3505117)",TPE,yes,,,,,
96,133662182,133662184,0,49427108,True,2,Tampines Expressway,motorway,90,59.103,"LINESTRING (103.9650882 1.350093, 103.9653199 1.3496146)",TPE,yes,,,,,
97,133662184,133662185,0,651953294,True,2,Tampines Expressway,motorway,90,67.353,"LINESTRING (103.9653199 1.3496146, 103.9656346 1.349097)",TPE,yes,,,,,
98,133662185,5966911644,0,631916004,True,4,Tampines Expressway,motorway,90,39.252,"LINESTRING (103.9656346 1.349097, 103.9658385 1.3488088)",TPE,,,,,,
99,133662186,5980747780,0,633576348,True,2,Tampines Expressway,motorway,90,35.019,"LINESTRING (103.9661502 1.348448, 103.9663469 1.348202)",TPE,,,,,,
100,133662187,2049249192,0,49427109,True,2,Tampines Expressway,motorway,90,63.328,"LINESTRING (103.966543 1.3479569, 103.9668746 1.3474938)",TPE,,,,,,
101,133662188,1726722139,0,49427109,True,2,Tampines Expressway,motorway,90,110.842,"LINESTRING (103.9669992 1.3472961, 103.9674825 1.3464242)",TPE,,,,,,
102,133662189,139694970,0,74662603,True,3,Pan-Island Expressway,motorway,90,73.51,"LINESTRING (103.9675341 1.3463038, 103.9678689 1.3457337)",PIE,,,,,,
103,135078388,135078416,0,34403212,True,2,Tampines Expressway,motorway,90,182.747,"LINESTRING (103.9638215 1.3537198, 103.9633364 1.3552901)",TPE,,,,,,
104,135078416,135078480,0,34403231,True,4,Tampines Expressway,motorway,90,145.642,"LINESTRING (103.9633364 1.3552901, 103.962918 1.3565313)",TPE,,,,,,
105,135078451,375790753,0,652189113,True,4,Tampines Expressway,motorway,90,93.564,"LINESTRING (103.9153042 1.3845903, 103.914768 1.3852389)",TPE,,,,,,
106,135078480,564822835,0,34403231,True,4,Tampines Expressway,motorway,90,105.222,"LINESTRING (103.962918 1.3565313, 103.9625554 1.3574054)",TPE,,,,,,
107,135078512,6578324592,0,33176817,True,4,Tampines Expressway,motorway,90,33.428,"LINESTRING (103.9137675 1.3863872, 103.9135644 1.3866089)",TPE,,,,,,
108,135078548,4715276200,0,74892279,True,3,Tampines Expressway,motorway,90,100.92,"LINESTRING (103.9182442 1.3814794, 103.9176142 1.3821329)",TPE,,,,,,
109,135078577,135078698,0,74662602,True,3,Tampines Expressway,motorway,90,92.725,"LINESTRING (103.9621792 1.3583913, 103.9617802 1.3591236)",TPE,,,,,,
110,135078618,1166755136,0,652189114,True,3,Tampines Expressway,motorway,90,122.569,"LINESTRING (103.9170228 1.3827463, 103.9162684 1.3835502)",TPE,,,,,,
111,135078639,5950442157,0,33176817,True,4,Tampines Expressway,motorway,90,40.995,"LINESTRING (103.909899 1.3908993, 103.9096577 1.3911781)",TPE,,,,,,
112,135078675,5925719180,0,37583326,True,4,Tampines Expressway,motorway,80,20.181,"LINESTRING (103.854095 1.3977147, 103.8539757 1.3975779)",TPE,yes,,,,,
113,135078698,135078796,0,74662602,True,3,Tampines Expressway,motorway,90,54.946,"LINESTRING (103.9617802 1.3591236, 103.9615219 1.3595449)",TPE,,,,,,
114,135078726,135078751,0,479744509,True,4,Tampines Expressway,motorway,90,114.702,"LINESTRING (103.9087831 1.3921882, 103.9080994 1.3929608)",TPE,,,,,,
115,135078751,5864610048,0,479744509,True,4,Tampines Expressway,motorway,90,82.652,"LINESTRING (103.9080994 1.3929608, 103.9076185 1.3935277)",TPE,,,,,,
116,135078776,440532778,0,37583326,True,4,Tampines Expressway,motorway,80,50.54,"LINESTRING (103.8532577 1.3968725, 103.8528535 1.3966644)",TPE,yes,,,,,
117,135078796,1735669417,0,32983728,True,3,Tampines Expressway,motorway,90,62.525,"LINESTRING (103.9615219 1.3595449, 103.9612142 1.3600156)",TPE,yes,,,,,
118,135078846,1735669473,0,32983734,True,3,Tampines Expressway,motorway,90,87.854,"LINESTRING (103.960588 1.3608474, 103.9600737 1.3614473)",TPE,,,,,,
119,135078865,1781548499,0,37583327,True,4,Tampines Expressway,motorway,80,43.279,"LINESTRING (103.8524617 1.396504, 103.8520798 1.3964283)",TPE,,,,,,
120,135078921,135078974,0,33176817,True,4,Tampines Expressway,motorway,90,168.528,"LINESTRING (103.9120339 1.3884268, 103.9110405 1.3895717)",TPE,,,,,,
121,135078947,135079037,0,32983734,True,3,Tampines Expressway,motorway,90,38.178,"LINESTRING (103.9583615 1.363017, 103.9580894 1.3632265)",TPE,,,,,,
122,135078974,6041680315,0,33176817,True,4,Tampines Expressway,motorway,90,97.089,"LINESTRING (103.9110405 1.3895717, 103.9104724 1.3902349)",TPE,,,,,,
123,135079037,135079079,0,32983734,True,3,Tampines Expressway,motorway,90,58.924,"LINESTRING (103.9580894 1.3632265, 103.9576496 1.3635223)",TPE,,,,,,
124,135079079,135079161,0,32983734,True,3,Tampines Expressway,motorway,90,104.087,"LINESTRING (103.9576496 1.3635223, 103.9568537 1.3640154)",TPE,,,,,,
125,135079125,135079209,0,32983734,True,3,Tampines Expressway,motorway,90,71.945,"LINESTRING (103.9562614 1.3643455, 103.9556727 1.3646143)",TPE,,,,,,
126,135079161,135079125,0,32983734,True,3,Tampines Expressway,motorway,90,75.382,"LINESTRING (103.9568537 1.3640154, 103.9562614 1.3643455)",TPE,,,,,,
127,135079181,6168006830,0,32776625,True,2,,motorway_link,50,7.705,"LINESTRING (103.9058425 1.3951674, 103.9057732 1.395166)",,,,,,,
128,135079209,135079280,0,32983734,True,3,Tampines Expressway,motorway,90,83.63,"LINESTRING (103.9556727 1.3646143, 103.9549879 1.3649257)",TPE,,,,,,
129,135079247,369177633,0,74981358,True,3,Tampines Expressway,motorway,90,110.749,"LINESTRING (103.8945651 1.4001026, 103.8935775 1.4002338)",TPE,,,,,,
130,135079280,1781762199,0,32983734,True,3,Tampines Expressway,motorway,90,87.569,"LINESTRING (103.9549879 1.3649257, 103.9542429 1.3651816)",TPE,,,,,,
131,135079306,135079902,0,715645006,True,4,Tampines Expressway,motorway,90,152.993,"LINESTRING (103.8921205 1.4003965, 103.8907603 1.4006064)",TPE,,,,,,
132,135079341,1840368289,0,173196576,True,3,Tampines Expressway,motorway,90,61.373,"LINESTRING (103.9534936 1.3653942, 103.9529598 1.3655351)",TPE,yes,,,,,
133,135079364,564822922,0,173196574,True,3,Tampines Expressway,motorway,90,230.956,"LINESTRING (103.9502073 1.3661901, 103.948175 1.3666216)",TPE,,,,,,
134,135079396,1166755211,0,627659619,True,4,Tampines Expressway,motorway,90,220.044,"LINESTRING (103.8967884 1.3996777, 103.8948464 1.400061)",TPE,,,,,,
135,135079427,135079364,0,173196574,True,3,Tampines Expressway,motorway,90,180.786,"LINESTRING (103.9517858 1.3657988, 103.9502073 1.3661901)",TPE,,,,,,
136,135079529,6076616391,0,32790032,True,1,,motorway_link,50,11.44,"LINESTRING (103.8759293 1.4011045, 103.8758387 1.4010557)",,,,,,,
137,135079529,6073343264,0,630109007,True,3,Tampines Expressway,motorway,90,45.145,"LINESTRING (103.8759293 1.4011045, 103.8755232 1.401108)",TPE,,,,,,
138,135079597,1781760032,0,173196574,True,3,Tampines Expressway,motorway,90,46.46,"LINESTRING (103.9442925 1.3681062, 103.9439424 1.3683344)",TPE,,,,,,
139,135079628,1781760021,0,173196574,True,3,Tampines Expressway,motorway,90,60.639,"LINESTRING (103.9459377 1.3672806, 103.9454349 1.3674921)",TPE,,,,,,
140,135079667,135079597,0,173196574,True,3,Tampines Expressway,motorway,90,84.498,"LINESTRING (103.9449507 1.3677261, 103.9442925 1.3681062)",TPE,,,,,,
141,135079738,6142454614,0,349477878,True,4,,motorway_link,50,35.222,"LINESTRING (103.8697407 1.4006693, 103.8694252 1.4006401)",,yes,,,,,
142,135079791,135080136,0,62272687,True,3,Tampines Expressway,motorway,90,194.428,"LINESTRING (103.8847794 1.4012562, 103.8830305 1.4012793)",TPE,,,,,,
143,135079840,1781746429,0,176204511,True,3,Tampines Expressway,motorway,90,37.059,"LINESTRING (103.9353865 1.3739896, 103.9351026 1.3741643)",TPE,,,,,,
144,135079866,378648250,0,391007746,True,3,Tampines Expressway,motorway,90,122.274,"LINESTRING (103.8887295 1.4008946, 103.8876394 1.4010415)",TPE,,,,,,
145,135079885,135079840,0,176204511,True,3,Tampines Expressway,motorway,90,133.482,"LINESTRING (103.9364642 1.3734602, 103.9353865 1.3739896)",TPE,,,,,,
146,135079902,135079866,0,391007746,True,3,Tampines Expressway,motorway,90,228.011,"LINESTRING (103.8907603 1.4006064, 103.8887295 1.4008946)",TPE,,,,,,
147,135079961,1781755613,0,176204511,True,3,Tampines Expressway,motorway,90,74.467,"LINESTRING (103.9403083 1.3713821, 103.9397304 1.3717208)",TPE,,,,,,
148,135079990,6095923980,0,62272687,True,3,Tampines Expressway,motorway,90,200.706,"LINESTRING (103.8793944 1.4012173, 103.8775899 1.4011563)",TPE,,,,,,
149,135080024,135079885,0,176204511,True,3,Tampines Expressway,motorway,90,35.547,"LINESTRING (103.9367453 1.3733078, 103.9364642 1.3734602)",TPE,,,,,,
150,135080046,6095928743,0,649591989,True,3,Tampines Expressway,motorway,90,39.395,"LINESTRING (103.94178 1.3702583, 103.9415043 1.3704809)",TPE,,,,,,
151,135080075,2083328661,0,62272687,True,3,Tampines Expressway,motorway,90,199.72,"LINESTRING (103.8813592 1.4012332, 103.8795626 1.4012187)",TPE,,,,,,
152,135080109,1781755601,0,176204511,True,3,Tampines Expressway,motorway,90,29.389,"LINESTRING (103.9410444 1.3708321, 103.9408408 1.3710007)",TPE,,,,,,
153,135080136,135080075,0,62272687,True,3,Tampines Expressway,motorway,90,185.855,"LINESTRING (103.8830305 1.4012793, 103.8813592 1.4012332)",TPE,,,,,,
154,135080271,135080850,0,74549066,True,4,Tampines Expressway,motorway,90,173.303,"LINESTRING (103.9254981 1.3779036, 103.9239857 1.3782818)",TPE,,,,,,
155,135080317,7307635250,0,703411378,True,5,Tampines Expressway,motorway,90,31.74,"LINESTRING (103.8572001 1.3999897, 103.8569422 1.3998672)",TPE,,,,,,
156,135080338,395052519,0,49427110,True,3,Tampines Expressway,motorway,90,48.802,"LINESTRING (103.9655636 1.3485086, 103.9653289 1.3488795)",TPE,yes,,,,,
157,135080359,1781726406,0,74549066,True,4,Tampines Expressway,motorway,90,78.796,"LINESTRING (103.9270692 1.3775292, 103.9263805 1.3776969)",TPE,,,,,,
158,135080378,395052518,0,49427110,True,3,Tampines Expressway,motorway,90,38.537,"LINESTRING (103.96599 1.3479686, 103.9657729 1.3482388)",TPE,yes,,,,,
159,135080409,5280615165,0,37583326,True,4,Tampines Expressway,motorway,80,49.504,"LINESTRING (103.8547958 1.3983957, 103.8544805 1.3980813)",TPE,yes,,,,,
160,135080428,135080378,0,49427110,True,3,Tampines Expressway,motorway,90,61.22,"LINESTRING (103.9663419 1.3475451, 103.96599 1.3479686)",TPE,yes,,,,,
161,135080449,395230712,0,719085942,True,3,Tampines Expressway,motorway,90,73.539,"LINESTRING (103.9298126 1.3766222, 103.9292057 1.3768854)",TPE,,,,,,
162,135080472,2083586083,0,476989634,True,4,Tampines Expressway,motorway,90,15.549,"LINESTRING (103.8558686 1.3992939, 103.8557543 1.3992133)",TPE,,,,,,
163,135080540,135080825,0,349482668,True,5,Tampines Expressway,motorway,90,147.602,"LINESTRING (103.8623712 1.4007432, 103.8610434 1.4007382)",TPE,,,,,,
164,135080563,1781724282,0,74892279,True,3,Tampines Expressway,motorway,90,68.411,"LINESTRING (103.9191613 1.380646, 103.9186983 1.3810513)",TPE,,,,,,
165,135080596,135080797,0,49427110,True,3,Tampines Expressway,motorway,90,95.658,"LINESTRING (103.9646482 1.3509747, 103.9644033 1.3517994)",TPE,yes,,,,,
166,135080686,1781724280,0,74892279,True,3,Tampines Expressway,motorway,90,70.289,"LINESTRING (103.9201725 1.3799206, 103.9196522 1.3802798)",TPE,,,,,,
167,135080706,395052520,0,49427110,True,3,Tampines Expressway,motorway,90,51.181,"LINESTRING (103.9650118 1.3496407, 103.964883 1.3500826)",TPE,yes,,,,,
168,135080726,135080686,0,74892279,True,3,Tampines Expressway,motorway,90,82.905,"LINESTRING (103.9207979 1.3795144, 103.9201725 1.3799206)",TPE,,,,,,
