,u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,ref,bridge,access,junction,service,tunnel,area
15060,6092636924,1599739746,0,649135326,True,4,Sembawang Way,primary,60,41.118,"LINESTRING (103.8127072 1.4476353, 103.8123484 1.4475454)",,yes,,,,,
15061,6092667617,4593591196,0,482041675,True,3,Upper Thomson Road,primary,60,5.057,"LINESTRING (103.8286518 1.3732383, 103.8286544 1.3731929)",,,,,,,
15062,6092667618,5499117442,0,641149319,True,3,Upper Thomson Road,primary,60,1.259,"LINESTRING (103.82854 1.3730461, 103.8285393 1.3730574)",,,,,,,
15063,6092669559,6031270826,0,649139516,True,4,Eunos Link,trunk,50,44.914,"LINESTRING (103.9002585 1.3337407, 103.8999651 1.3340184)",,,,,,,
15064,6092702032,244972042,0,481079147,True,2,Sixth Avenue,secondary,50,7.71,"LINESTRING (103.7954826 1.331506, 103.7955152 1.3315672)",,,,,,,
15065,6093111070,5952998267,0,649200962,True,3,Tampines Road,primary,60,96.801,"LINESTRING (103.8895069 1.3609764, 103.8886413 1.3608814)",,,,,,,
15066,6093363464,6309951578,0,649230319,True,5,Kallang Road,primary,60,19.269,"LINESTRING (103.8650599 1.3089074, 103.8648923 1.3088632)",,,yes,,,,
15067,6094175010,2587263856,0,649334735,True,4,Victoria Street,primary,60,9.4,"LINESTRING (103.8513344 1.2954281, 103.8513962 1.2954858)",,,,,,,
15068,6094179143,1820054749,0,649335021,True,5,Tampines Avenue 10,primary,70,32.96,"LINESTRING (103.9308458 1.3654014, 103.9308431 1.3656978)",,,,,,,
15069,6094181561,7017160081,0,649336849,True,2,Woodlands Avenue 4,secondary,50,63.392,"LINESTRING (103.7936595 1.4439056, 103.7933269 1.4443687)",,,,,,,
15070,6094346433,4430972200,0,475378467,True,4,Hougang Avenue 3,trunk,60,49.716,"LINESTRING (103.89096 1.3528739, 103.8907807 1.3524643)",,,,,,,
15071,6094353985,6094353986,0,649362446,True,3,Woodlands Avenue 9,secondary,60,28.292,"LINESTRING (103.7957605 1.4471917, 103.7960027 1.4472699)",,,,,,,
15072,6094353986,4736449946,0,649362449,True,5,Woodlands Avenue 9,secondary,60,35.935,"LINESTRING (103.7960027 1.4472699, 103.7963103 1.4473693)",,,,,,,
15073,6094369453,1820054709,0,649365855,True,3,Tampines Avenue 10,primary,70,53.531,"LINESTRING (103.9305702 1.3703695, 103.9306402 1.3698932)",,,,,,,
15074,6094393098,1111714084,0,649370281,True,3,Woodlands Avenue 4,secondary,50,21.338,"LINESTRING (103.79553 1.4411367, 103.7954878 1.4413239)",,,,,,,
15075,6094437074,4504401277,0,649374013,True,4,Punggol Drive,residential,50,39.166,"LINESTRING (103.9143066 1.4012702, 103.9145951 1.401068)",,,,,,,
15076,6094437075,6094437074,0,649374014,True,3,Punggol Drive,residential,50,22.543,"LINESTRING (103.9141417 1.4013882, 103.9143066 1.4012702)",,,,,,,
15077,6094456000,6193885465,0,649376169,True,3,Aljunied Road,primary,60,26.458,"LINESTRING (103.8797289 1.3289154, 103.8797973 1.3286875)",,,,,,,
15078,6094460134,4604229258,0,649376423,True,2,Geylang East Central,secondary,50,45.211,"LINESTRING (103.8877979 1.3191641, 103.8881941 1.3192559)",,,,,,,
15079,6094464519,2274880197,0,649376877,True,5,Punggol Central,tertiary,60,56.297,"LINESTRING (103.9096959 1.4003706, 103.9092798 1.4006592)",,,,,,,
15080,6094527696,242934393,0,411932055,True,2,Hougang Avenue 9,secondary,50,22.078,"LINESTRING (103.8839701 1.37451, 103.8841646 1.3744698)",,,,,,,
15081,6094542050,245586276,0,174555662,True,2,Whitley Road,primary,70,12.941,"LINESTRING (103.8388092 1.327222, 103.8386928 1.3272234)",,,,,,,
15082,6094584727,2274874178,0,649392802,True,4,Punggol Field,residential,50,82.655,"LINESTRING (103.9101733 1.3960314, 103.9107444 1.3955554)",,,,,,,
15083,6094584728,4427352180,0,476148403,True,5,Punggol Road,secondary,60,25.116,"LINESTRING (103.9053789 1.4004672, 103.9052784 1.4002649)",,,,,,,
15084,6094590718,7286920772,0,32791951,True,4,Buangkok East Drive,primary,70,32.962,"LINESTRING (103.9049401 1.3802975, 103.904648 1.3803485)",,yes,,,,,
15085,6094609719,373096980,0,649396872,True,3,Edgefield Plains,residential,40,18.029,"LINESTRING (103.9107513 1.4033859, 103.9108485 1.4035157)",,,,,,,
15086,6094644741,6824642372,0,633264475,True,4,Marina Boulevard,primary,50,3.247,"LINESTRING (103.8632472 1.2748936, 103.8632715 1.2748774)",,,,,,,
15087,6094644742,6094644741,0,649402009,True,5,Marina Boulevard,primary,50,38.456,"LINESTRING (103.8629611 1.275088, 103.8632472 1.2748936)",,,,,,,
15088,6094667785,4702371503,0,649405237,True,3,Upper Paya Lebar Road,primary,60,34.573,"LINESTRING (103.8843678 1.3417644, 103.884605 1.3415633)",,,,,,,
15089,6094692895,2879240143,0,284167586,True,2,,primary_link,50,12.904,"LINESTRING (103.9343112 1.3140613, 103.9342227 1.3139862)",,,,,,,
15090,6094750544,1562626599,0,649418918,True,4,Hougang Avenue 3,trunk,50,19.738,"LINESTRING (103.8953353 1.338676, 103.8954759 1.3385676)",,,,,,,
15091,6094776579,4593465997,0,649423008,True,3,Hougang Avenue 9,secondary,50,45.889,"LINESTRING (103.8777803 1.3749575, 103.8773675 1.3749543)",,,,,,,
15092,6094877452,2274883021,0,649439226,True,5,Punggol Road,secondary,60,44.849,"LINESTRING (103.9066672 1.4035961, 103.9065025 1.4032279)",,,,,,,
15093,6094880941,1853832732,0,649439759,True,2,Nicoll Drive,primary,50,16.002,"LINESTRING (103.9949547 1.3897771, 103.9948114 1.3897908)",,,,,,,
15094,6094994738,6094994739,0,649459265,True,4,Pasir Ris Drive 1,primary,60,17.545,"LINESTRING (103.9469802 1.3722742, 103.9471276 1.3722178)",,,,,,,
15095,6094994739,4646569359,0,649459268,True,4,Pasir Ris Drive 1,primary,60,10.581,"LINESTRING (103.9471276 1.3722178, 103.9472165 1.3721838)",,,,,,,
15096,6095018859,4646580540,0,649462157,True,4,Pasir Ris Drive 1,primary,60,22.329,"LINESTRING (103.9453881 1.3727896, 103.9451998 1.3728595)",,,,,,,
15097,6095168168,4841316300,0,74719100,True,5,Eu Tong Sen Street,primary,60,21.619,"LINESTRING (103.8454456 1.2868378, 103.8455766 1.2869815)",,,,,,,
15098,6095168975,243686564,0,649489505,True,3,Tampines Avenue 5,primary,60,34.682,"LINESTRING (103.9313292 1.35728, 103.9310543 1.3574275)",,,,,,,
15099,6095200822,245190289,0,649495143,True,3,Tampines Avenue 5,primary,60,74.757,"LINESTRING (103.9332899 1.356245, 103.9326858 1.3565404)",,,,,,,
15100,6095396975,6114574843,0,649524548,True,3,Tampines Road,primary,60,17.384,"LINESTRING (103.8941552 1.3615127, 103.8940008 1.3614879)",,,,,,,
15101,6095437869,2274880055,0,649532848,True,4,Edgefield Plains,residential,40,35.915,"LINESTRING (103.9086471 1.4004484, 103.9088292 1.4007152)",,,,,,,
15102,6095509926,4648506407,0,649538672,True,4,Pasir Ris Drive 3,primary,60,34.169,"LINESTRING (103.9479831 1.3757284, 103.9482672 1.3756111)",,,,,,,
15103,6095569581,4600339274,0,649548885,True,4,Pasir Ris Drive 3,primary,60,41.064,"LINESTRING (103.9647335 1.3685046, 103.9649245 1.3681885)",,,,,,,
15104,6095582002,1387646650,0,649550657,True,3,MacPherson Road,primary,50,27.99,"LINESTRING (103.8818076 1.3319012, 103.8815624 1.331844)",,,,,,,
15105,6095588929,6235495251,0,649551684,True,3,MacPherson Road,primary,50,36.254,"LINESTRING (103.8832853 1.3322241, 103.8829666 1.3321549)",,,,,,,
15106,6095675202,5143595864,0,649562442,True,4,Tampines Expressway,motorway,90,40.736,"LINESTRING (103.8589753 1.400746, 103.8593334 1.4008238)",TPE,,,,,,
15107,6095699461,133662153,0,649565161,True,4,Tampines Expressway,motorway,90,26.548,"LINESTRING (103.9555179 1.3648992, 103.9557391 1.3648092)",TPE,,,,,,
15108,6095707691,148992604,0,649566271,True,3,Seletar Expressway,motorway,90,64.49,"LINESTRING (103.804324 1.4160608, 103.8047634 1.4156821)",SLE,,,,,,
15109,6095827184,6751612641,0,649582174,True,4,Tampines Expressway,motorway,90,115.375,"LINESTRING (103.9271998 1.3776671, 103.9281991 1.3773868)",TPE,,,,,,
15110,6095885240,1726691754,0,649585952,True,3,Pan-Island Expressway,motorway,90,13.088,"LINESTRING (103.9557591 1.3490864, 103.9558513 1.3491596)",PIE,,,,,,
15111,6095885241,627795097,0,649585951,True,4,Pan-Island Expressway,motorway,90,90.678,"LINESTRING (103.9547451 1.348238, 103.9553713 1.3487606)",PIE,,,,,,
15112,6095899669,5953119030,0,649587226,True,5,Yishun Avenue 2,primary,60,45.367,"LINESTRING (103.833257 1.4376191, 103.8330374 1.437963)",,,,,,,
15113,6095915029,4715818254,0,649589254,True,4,Yishun Avenue 1,primary,60,39.726,"LINESTRING (103.8439134 1.4149159, 103.8435871 1.4147702)",,,,,,,
15114,6095923980,6095923981,0,649590595,True,3,Tampines Expressway,motorway,90,150.627,"LINESTRING (103.8775899 1.4011563, 103.8762355 1.4011153)",TPE,,,,,,
15115,6095928743,135080109,0,649591986,True,4,Tampines Expressway,motorway,90,64.333,"LINESTRING (103.9415043 1.3704809, 103.9410444 1.3708321)",TPE,,,,,,
15116,6095940866,627795060,0,649593003,True,4,Pan-Island Expressway,motorway,90,40.347,"LINESTRING (103.9581634 1.3501607, 103.9578208 1.3500409)",PIE,,,,,,
15117,6095992726,245573431,0,649600394,True,5,Seletar Expressway,motorway,90,58.597,"LINESTRING (103.7977431 1.4209382, 103.7972737 1.421178)",SLE,,,,,,
15118,6096035594,5982437629,0,649607081,True,4,Central Expressway,motorway,90,91.175,"LINESTRING (103.8594018 1.3639287, 103.859662 1.3647063)",CTE,,,,,,
15119,6096087709,6073329550,0,74662602,True,3,Tampines Expressway,motorway,90,26.526,"LINESTRING (103.9624697 1.3576715, 103.9623839 1.3578941)",TPE,,,,,,
15120,6096119657,244985204,0,649619912,True,4,Kallang-Paya Lebar Expressway,motorway,80,34.199,"LINESTRING (103.9070771 1.367084, 103.9069784 1.3667927)",KPE,,,,,,
15121,6096119658,6829280270,0,649619917,True,4,Kallang-Paya Lebar Expressway,motorway,80,18.024,"LINESTRING (103.9074789 1.3682764, 103.9074271 1.3681228)",KPE,,,,,,
15122,6096163701,7048872958,0,649627804,True,4,Tampines Expressway,motorway,90,36.696,"LINESTRING (103.8719144 1.400984, 103.8715844 1.4009753)",TPE,,,,,,
15123,6096190505,148992668,0,649631809,True,3,Seletar Expressway,motorway,90,17.61,"LINESTRING (103.8149857 1.3962118, 103.8150974 1.3960995)",SLE,,,,,,
15124,6096199980,3865151104,0,649633915,True,4,Hougang Avenue 10,secondary,50,37.86,"LINESTRING (103.8967555 1.3786203, 103.8967922 1.3789588)",,,,,,,
15125,6096265036,6096265037,0,623353016,True,4,Buangkok Drive,primary,60,20.798,"LINESTRING (103.8915561 1.380142, 103.8917425 1.3801259)",,,,,,,
15126,6096265037,242935718,0,649656203,True,4,Buangkok Drive,primary,60,42.534,"LINESTRING (103.8917425 1.3801259, 103.8921246 1.3801058)",,,,,,,
15127,6096288259,2274879836,0,649648772,True,4,Edgedale Plains,residential,50,55.15,"LINESTRING (103.9143287 1.4001487, 103.9146219 1.4005488)",,,,,,,
15128,6096308199,2274880033,0,649652550,True,4,Punggol Drive,residential,50,20.427,"LINESTRING (103.9154962 1.400187, 103.9153469 1.4002941)",,,,,,,
15129,6096308200,6096308199,0,649652557,True,3,Punggol Drive,residential,50,13.213,"LINESTRING (103.9155934 1.4001186, 103.9154962 1.400187)",,,,,,,
15130,6096312716,3600774305,0,649653246,True,4,,motorway_link,50,28.65,"LINESTRING (103.8965759 1.3992605, 103.896324 1.399315)",,,,,,,
15131,6096316681,5178392205,0,649654128,True,4,Punggol Field,residential,50,27.029,"LINESTRING (103.8955566 1.4034911, 103.8953179 1.4035374)",,,,,,,
15132,6096410528,247658317,0,649663177,True,4,Pan-Island Expressway,motorway,90,58.84,"LINESTRING (103.9734941 1.3395776, 103.973006 1.3397823)",PIE,,,,,,
15133,6097136862,4700190730,0,649761072,True,5,Eunos Link,trunk,50,32.343,"LINESTRING (103.8986043 1.3355568, 103.8988106 1.3353517)",,,,,,,
15134,6097199569,515608095,0,649773343,True,3,Kaki Bukit Avenue 1,secondary,60,35.308,"LINESTRING (103.9030735 1.3326138, 103.9028559 1.3323825)",,,,,,,
15135,6097570168,369939966,0,649793355,True,3,Anchorvale Street,tertiary,50,105.385,"LINESTRING (103.8938557 1.3962029, 103.8929513 1.3964871)",,,,,,,
15136,6097720931,5862539756,0,649801185,True,3,Punggol Field,residential,50,25.728,"LINESTRING (103.9079136 1.3976289, 103.9077352 1.3977763)",,,,,,,
15137,6097757017,4427352182,0,649801637,True,4,Punggol Field,residential,50,37.318,"LINESTRING (103.9043798 1.4004082, 103.9046828 1.4002637)",,,,,,,
15138,6097793900,6027542640,0,476381191,True,6,Upper Paya Lebar Road,primary,60,38.948,"LINESTRING (103.8796925 1.3499339, 103.8795546 1.3502559)",,,,,,,
15139,6097899260,5989010472,0,649805316,True,5,Ang Mo Kio Avenue 3,trunk,60,38.652,"LINESTRING (103.8706148 1.3715373, 103.870954 1.3714609)",,,,,,,
15140,6097902280,4598671868,0,649805650,True,4,Punggol Field,residential,40,30.676,"LINESTRING (103.8988618 1.4028482, 103.8991207 1.4027527)",,,,,,,
15141,6097946811,6517816850,0,649807178,True,4,North Bridge Road,secondary,50,22.112,"LINESTRING (103.8536831 1.295892, 103.8535683 1.2957296)",,,,,,,
15142,6098106553,237250956,0,649814196,True,3,North Canal Road,tertiary,50,32.645,"LINESTRING (103.8469516 1.2868479, 103.8466883 1.2869779)",,,,,,,
15143,6098143886,5992304052,0,635149352,True,3,Bedok North Road,primary,40,16.253,"LINESTRING (103.9312685 1.3307565, 103.9311266 1.3307213)",,,,,,,
15144,6098706996,5643697991,0,649962113,True,3,Bedok North Road,primary,60,34.606,"LINESTRING (103.9180845 1.3369129, 103.9180509 1.3372223)",,,,,,,
15145,6098808783,1819975436,0,650007781,True,4,Tampines Avenue 1,secondary,60,17.807,"LINESTRING (103.9419937 1.345743, 103.9421253 1.3458343)",,,,,,,
15146,6098836511,4002223130,0,650011122,True,5,Hougang Avenue 3,trunk,60,28.127,"LINESTRING (103.8930112 1.3608169, 103.8929841 1.3610684)",,,,,,,
15147,6098850114,1363277818,0,650012761,True,5,Orchard Road,primary,50,22.687,"LINESTRING (103.8465819 1.2988347, 103.8467733 1.2987639)",,,,,,,
15148,6098865963,4600208434,0,650014456,True,5,Tampines Avenue 5,primary,60,38.475,"LINESTRING (103.9415391 1.3523903, 103.9415416 1.3520443)",,,,,,,
15149,6099217426,6968025914,0,650042503,True,4,Ulu Pandan Road,primary,70,33.422,"LINESTRING (103.776441 1.3208079, 103.7767415 1.3208173)",,,,,,,
15150,6099857987,1819975597,0,650080290,True,3,Tampines Avenue 1,secondary,60,24.191,"LINESTRING (103.9293345 1.3484479, 103.9291443 1.3485536)",,,,,,,
15151,6100220296,4592983174,0,650123058,True,5,Lorong 2 Toa Payoh,tertiary,50,14.18,"LINESTRING (103.84655 1.332341, 103.8465132 1.3322189)",,,,,,,
15152,6100591790,5266542818,0,173767981,True,2,Pasir Ris Drive 2,tertiary,50,58.44,"LINESTRING (103.9643258 1.3673435, 103.9647104 1.3677018)",,,,,,,
15153,6100593920,4734763795,0,650253228,True,4,Sengkang East Way,secondary,60,27.51,"LINESTRING (103.8913769 1.3940375, 103.8911353 1.3940911)",,,,,,,
15154,6100644770,4736483695,0,650263038,True,3,Gambas Avenue,secondary,70,27.553,"LINESTRING (103.8072932 1.4461746, 103.8075126 1.4460593)",,,,,,,
15155,6103746132,243666927,0,630160531,True,3,Ang Mo Kio Avenue 1,primary,70,13.075,"LINESTRING (103.8569818 1.3555419, 103.8570939 1.3555063)",,,,,,,
15156,6103746133,243666912,0,650712398,True,3,Ang Mo Kio Avenue 1,primary,70,14.142,"LINESTRING (103.8569657 1.3553745, 103.8568414 1.3554016)",,,,,,,
15157,6103751703,213011533,0,650713404,True,3,Yio Chu Kang Road,primary,60,89.39,"LINESTRING (103.8582176 1.3911513, 103.8590051 1.3909886)",,,,,,,
15158,6103751704,440531203,0,650713403,True,,Yio Chu Kang Road,primary,60,17.302,"LINESTRING (103.8582395 1.3910022, 103.8580882 1.3910387)",,,,,,,
15159,6105156854,5015085568,0,650919577,True,5,Buangkok Green,primary,60,45.115,"LINESTRING (103.8835137 1.3793312, 103.8839191 1.3793502)",,,,,,,
15160,6105458068,3792517700,0,650971797,True,3,Sembawang Way,primary,60,17.212,"LINESTRING (103.8192443 1.4491896, 103.8190942 1.4491516)",,,,,,,
15161,6105458069,7244284870,0,776434946,True,2,Sembawang Way,primary,60,37.849,"LINESTRING (103.8206201 1.449527, 103.8202871 1.449456)",,,,,,,
15162,6105521853,4696157261,0,650982066,True,4,Geylang East Central,secondary,50,23.785,"LINESTRING (103.8828631 1.3184847, 103.8826492 1.3184798)",,,,,,,
15163,6105859076,243430651,0,651036803,True,2,Serangoon North Avenue 5,tertiary,50,29.848,"LINESTRING (103.8751584 1.3751217, 103.8754265 1.375107)",,,,,,,
15164,6105859077,6105859076,0,651036804,True,1,Serangoon North Avenue 5,tertiary,50,27.51,"LINESTRING (103.874911 1.3751277, 103.8751584 1.3751217)",,,,,,,
15165,6105864690,3085641071,0,75236701,True,3,Ang Mo Kio Avenue 5,primary,60,40.857,"LINESTRING (103.873309 1.378816, 103.8736759 1.3788377)",,,,,,,
15166,6106094085,5015085605,0,651065194,True,5,Buangkok Green,primary,60,58.976,"LINESTRING (103.8823132 1.3791552, 103.8817835 1.3791255)",,,,,,,
15167,6106223513,4732746890,0,480273053,True,3,Ang Mo Kio Avenue 5,primary,60,63.541,"LINESTRING (103.8654461 1.3783347, 103.8648857 1.3782221)",,,,,,,
15168,6106298293,1110929751,0,651095753,True,5,Woodlands Avenue 2,primary,70,22.941,"LINESTRING (103.7875071 1.4314019, 103.7875461 1.4316045)",,,,,,,
15169,6106306109,6106298293,0,651098238,True,4,Woodlands Avenue 2,primary,70,33.116,"LINESTRING (103.7874475 1.4311101, 103.7875071 1.4314019)",,,,,,,
15170,6106357264,6997095918,0,651106788,True,2,Amber Road,primary,50,16.347,"LINESTRING (103.9006424 1.302898, 103.9006931 1.30276)",,,,,,,
15171,6106367800,4745173185,0,481603655,True,3,Sembawang Road,primary,60,10.024,"LINESTRING (103.8245477 1.4407518, 103.8245118 1.4408345)",,,,,,,
15172,6106367808,4745173186,0,651840206,True,3,Sembawang Road,primary,60,26.528,"LINESTRING (103.8246893 1.4404297, 103.8245928 1.4406479)",,,,,,,
15173,6106367810,6106367808,0,481600420,True,3,Sembawang Road,primary,60,3.977,"LINESTRING (103.8247021 1.4403963, 103.8246893 1.4404297)",,,,,,,
15174,6106367816,6106367810,0,481600420,True,3,Sembawang Road,primary,60,26.416,"LINESTRING (103.8247986 1.4401792, 103.8247021 1.4403963)",,,,,,,
15175,6106533182,440597434,0,632123665,True,4,Pan-Island Expressway,motorway,90,46.97,"LINESTRING (103.9744263 1.3393398, 103.9748127 1.3391689)",PIE,,,,,,
15176,6106534503,2619397803,0,651136302,True,4,Simei Avenue,primary,70,32.073,"LINESTRING (103.9489447 1.3392216, 103.9491283 1.3389991)",,,,,,,
15177,6106603776,4594226217,0,651144349,True,3,Amber Road,primary,50,29.261,"LINESTRING (103.9006943 1.3025697, 103.9005928 1.3028125)",,,,,,,
15178,6106603777,6106603776,0,651144350,True,2,Amber Road,primary,50,29.677,"LINESTRING (103.9007856 1.3023189, 103.9006943 1.3025697)",,,,,,,
15179,6106625911,4600339283,0,651148047,True,5,Loyang Avenue,primary,70,27.16,"LINESTRING (103.9670563 1.3660805, 103.9668767 1.3659149)",,,,,,,
15180,6106625912,6106625911,0,651148051,True,4,Loyang Avenue,primary,70,51.753,"LINESTRING (103.9673848 1.3664103, 103.9670563 1.3660805)",,,,,,,
15181,6106735208,4600208446,0,651175845,True,3,Tampines Avenue 9,secondary,60,46.34,"LINESTRING (103.9401483 1.3602856, 103.9397315 1.3602782)",,,,,,,
15182,6106762040,231996438,0,651180710,True,2,Hougang Avenue 7,secondary,50,49.049,"LINESTRING (103.8968468 1.3645333, 103.896529 1.3642273)",,,,,,,
15183,6106763433,5015085594,0,651180186,True,5,Buangkok Green,primary,60,18.04,"LINESTRING (103.8808206 1.3792089, 103.8809824 1.3792214)",,,,,,,
15184,6106852241,7010679092,0,651192977,True,2,Lorong Chuan,secondary,50,15.2,"LINESTRING (103.8634199 1.3525693, 103.8633271 1.3524689)",,,,,,,
15185,6107308598,6107308599,0,74547934,True,5,Geylang Road,primary,60,12.399,"LINESTRING (103.8717641 1.3101216, 103.8716547 1.3100999)",,,,,,,
15186,6107308599,172550062,0,74547934,True,5,Geylang Road,primary,60,19.294,"LINESTRING (103.8716547 1.3100999, 103.8714831 1.3100739)",,,,,,,
15187,6112029708,5548721290,0,651836914,True,2,Woodlands Avenue 4,secondary,50,32.28,"LINESTRING (103.7944306 1.4428245, 103.7942629 1.4430615)",,,,,,,
15188,6112062332,4745187039,0,651841848,True,2,Canberra Road,primary,60,51.967,"LINESTRING (103.8229227 1.4465636, 103.8227278 1.4469884)",,,,,,,
15189,6112304779,6112310568,0,651869455,True,2,Sengkang West Avenue,secondary,40,98.504,"LINESTRING (103.8774531 1.391249, 103.876629 1.3909234)",,,,,,,
15190,6112304780,6112304779,0,651869456,True,2,Sengkang West Avenue,secondary,40,25.307,"LINESTRING (103.8776642 1.3913342, 103.8774531 1.391249)",,,,,,,
15191,6112310568,2101482066,0,651871243,True,3,Sengkang West Avenue,secondary,50,58.4,"LINESTRING (103.876629 1.3909234, 103.8761431 1.3907237)",,,,,,,
15192,6112330161,1208629713,0,651871930,True,2,Bishan Street 13,tertiary,50,39.994,"LINESTRING (103.8500652 1.3490395, 103.8501468 1.3493898)",,,,,,,
15193,6112334821,242999714,0,651872330,True,2,Sengkang East Avenue,secondary,50,43.042,"LINESTRING (103.8902566 1.3868831, 103.890626 1.3867671)",,,,,,,
15194,6112658508,258304851,0,536913694,True,2,Tanjong Katong Road,secondary,50,24.46,"LINESTRING (103.8968716 1.302939, 103.8968237 1.3031537)",,,,,,,
15195,6112668528,6471961824,0,651917757,True,2,Compassvale Drive,tertiary,50,21.808,"LINESTRING (103.8976206 1.3876245, 103.8974354 1.3876892)",,,,,,,
15196,6112668529,242948445,0,448937453,True,2,Compassvale Drive,tertiary,50,42.679,"LINESTRING (103.8985835 1.3872746, 103.8982238 1.3874088)",,,,,,,
15197,6112668530,6112668529,0,651917758,True,2,Compassvale Drive,tertiary,50,87.416,"LINESTRING (103.8993251 1.3870131, 103.8985835 1.3872746)",,,,,,,
15198,6112677711,4600689370,0,651918701,True,7,Yishun Avenue 2,primary,60,55.473,"LINESTRING (103.8302636 1.4110641, 103.830041 1.4106176)",,,,,,,
15199,6112691192,570016075,0,651920737,True,3,Bedok North Road,primary,60,23.0,"LINESTRING (103.9187229 1.3340277, 103.918633 1.334214)",,,,,,,
15200,6112788614,6112803931,0,651934107,True,3,Marine Parade Road,primary,60,31.57,"LINESTRING (103.9190555 1.3075345, 103.9187752 1.3074889)",,,,,,,
15201,6112803931,4682153594,0,651934107,True,3,Marine Parade Road,primary,60,34.038,"LINESTRING (103.9187752 1.3074889, 103.9184718 1.3074477)",,,,,,,
15202,6112879828,5177257752,0,174765789,True,2,Punggol Field,residential,50,32.732,"LINESTRING (103.9031734 1.40098, 103.9034421 1.4008596)",,,,,,,
15203,6112890048,5862593217,0,651947378,True,2,Punggol Field,residential,50,104.205,"LINESTRING (103.9009298 1.4018883, 103.900062 1.4022427)",,,,,,,
15204,6112956275,4691199043,0,651955843,True,3,Upper Serangoon Road,primary,60,85.73,"LINESTRING (103.8937421 1.368333, 103.8932042 1.3677805)",,,,,,,
15205,6113089745,5186958920,0,651975292,True,3,Tampines Avenue 2,secondary,60,21.887,"LINESTRING (103.9538088 1.3514291, 103.9539286 1.3515853)",,,,,,,
15206,6113106114,4713507381,0,655172009,True,3,Punggol East,primary,60,26.513,"LINESTRING (103.9163107 1.394624, 103.9161678 1.3944331)",,,,,,,
15207,6113106118,4698082955,0,651978151,True,3,Punggol East,primary,60,24.206,"LINESTRING (103.9161319 1.3946994, 103.9162581 1.3948768)",,,,,,,
15208,6113106119,4713507380,0,651978152,True,4,Punggol East,primary,60,17.103,"LINESTRING (103.9159361 1.3944125, 103.9160223 1.3945399)",,,,,,,
15209,6113139217,5862582063,0,651981590,True,2,Punggol Field,residential,50,35.835,"LINESTRING (103.9032502 1.4007943, 103.9029622 1.4009391)",,,,,,,
15210,6113139218,4598898428,0,174886179,True,2,Punggol Field,residential,50,39.115,"LINESTRING (103.9038151 1.4005047, 103.9035036 1.4006683)",,,,,,,
15211,6113210897,6901223390,0,37553783,True,3,,motorway_link,50,32.766,"LINESTRING (103.8605672 1.3442615, 103.8606436 1.3439769)",,,,,,,
15212,6113232348,5927902125,0,651990894,True,2,Sengkang Square,residential,50,16.094,"LINESTRING (103.8966168 1.3909998, 103.8965716 1.3908623)",,,,,,,
15213,6113399417,4663363881,0,512918068,True,3,Tampines Avenue 9,secondary,60,68.255,"LINESTRING (103.9388488 1.3602779, 103.9382355 1.3603073)",,,,,,,
15214,6113403415,5933537079,0,652009599,True,4,Buangkok Green,primary,60,26.878,"LINESTRING (103.8776784 1.3789152, 103.877437 1.3789015)",,,,,,,
15215,6113423329,4459074731,0,652012270,True,2,Hougang Avenue 9,secondary,50,31.415,"LINESTRING (103.8791348 1.3749715, 103.8788522 1.3749698)",,,,,,,
15216,6113426217,4594224862,0,652012496,True,3,Tanjong Katong Road,secondary,50,104.29,"LINESTRING (103.8939433 1.3164974, 103.8941407 1.3155805)",,,,,,,
15217,6113430690,4598826847,0,652012993,True,3,Sengkang East Way,secondary,60,26.616,"LINESTRING (103.9052099 1.3892428, 103.9050154 1.3893824)",,,,,,,
15218,6113462666,242934395,0,448937490,True,3,Hougang Avenue 9,secondary,50,22.281,"LINESTRING (103.8811411 1.3750768, 103.8813415 1.3750806)",,,,,,,
15219,6113510552,4005003167,0,652021502,True,3,Punggol Way,secondary,60,26.078,"LINESTRING (103.8971499 1.4052562, 103.8972181 1.4054806)",,,,,,,
15220,6113568063,4591795295,0,175020558,False,2,Hougang Street 21,residential,50,26.067,"LINESTRING (103.8835042 1.3575703, 103.8836665 1.3574011)",,,,,,,
15221,6113568063,5973746788,0,652030163,False,2,Hougang Street 21,residential,50,17.852,"LINESTRING (103.8835042 1.3575703, 103.8834022 1.3576943)",,,,,,,
15222,6113589297,242941491,0,652031965,True,3,Punggol Road,secondary,60,27.513,"LINESTRING (103.8989054 1.3833329, 103.8990967 1.3834899)",,,,,,,
15223,6113663939,1343855883,0,391007714,True,3,Changi South Avenue 2,tertiary,60,38.544,"LINESTRING (103.9629116 1.3329799, 103.9632383 1.3328638)",,,,,,,
15224,6114330053,6183237681,0,478161198,True,3,Yishun Avenue 2,primary,60,47.197,"LINESTRING (103.8337661 1.418343, 103.8339516 1.4187248)",,,,,,,
15225,6114330054,4600583849,0,478161199,True,4,Yishun Avenue 2,primary,60,9.115,"LINESTRING (103.8338871 1.4182815, 103.8338508 1.418208)",,,,,,,
15226,6114351368,4721258056,0,652140236,True,4,Yishun Avenue 2,primary,60,27.214,"LINESTRING (103.8305627 1.4116848, 103.830459 1.4114631)",,,,,,,
15227,6114367084,244908056,0,652141745,True,3,Yishun Avenue 1,primary,60,36.236,"LINESTRING (103.8337438 1.4115521, 103.8340322 1.411704)",,,,,,,
