,u,v,key,osmid,bridge,oneway,length,geometry
107,1712357001,7114440519,0,173144832,yes,False,22.694,"LINESTRING (103.9020426 1.4157357, 103.9021722 1.4158934)"
108,1712357030,1712357040,0,173144832,yes,False,33.034,"LINESTRING (103.9070567 1.4166081, 103.9067832 1.4167243)"
109,1712357030,1167584060,0,173144832,yes,False,28.45,"LINESTRING (103.9070567 1.4166081, 103.90727 1.4164667)"
110,1712357040,1839721875,0,173144832,yes,False,41.597,"LINESTRING (103.9067832 1.4167243, 103.906453 1.4169003)"
111,1712357040,1712357030,0,173144832,yes,False,33.034,"LINESTRING (103.9067832 1.4167243, 103.9070567 1.4166081)"
112,1712357076,2274884969,0,173144832,yes,False,114.156,"LINESTRING (103.9034466 1.4169197, 103.9025953 1.4163455)"
113,1712357076,1712357089,0,173144832,yes,False,50.159,"LINESTRING (103.9034466 1.4169197, 103.903832 1.4171543)"
114,1712357087,411102747,0,173144832,yes,False,29.956,"LINESTRING (103.905557 1.4173372, 103.9053003 1.4174192)"
115,1712357087,2274884994,0,173144832,yes,False,23.342,"LINESTRING (103.905557 1.4173372, 103.9057494 1.4172531)"
116,1712357089,1712357076,0,173144832,yes,False,50.159,"LINESTRING (103.903832 1.4171543, 103.9034466 1.4169197)"
117,1712357089,2274884999,0,173144832,yes,False,39.656,"LINESTRING (103.903832 1.4171543, 103.9041469 1.4173219)"
118,1712357091,2274885009,0,173144832,yes,False,26.65,"LINESTRING (103.9050871 1.4174585, 103.9048478 1.417473)"
119,1712357091,411102747,0,173144832,yes,False,24.099,"LINESTRING (103.9050871 1.4174585, 103.9053003 1.4174192)"
120,1712357092,411102738,0,173144832,yes,False,26.361,"LINESTRING (103.9046569 1.4174562, 103.9044234 1.4174148)"
121,1712357092,2274885009,0,173144832,yes,False,21.303,"LINESTRING (103.9046569 1.4174562, 103.9048478 1.417473)"
122,1748996469,411102726,0,173144832,yes,False,131.39,"LINESTRING (103.9004651 1.4119288, 103.8998586 1.4109146)"
123,1748996469,1748996475,0,173144832,yes,False,69.225,"LINESTRING (103.9004651 1.4119288, 103.9007162 1.4124985)"
124,1748996475,1748996469,0,173144832,yes,False,69.225,"LINESTRING (103.9007162 1.4124985, 103.9004651 1.4119288)"
125,1748996475,411102730,0,173144832,yes,False,53.84,"LINESTRING (103.9007162 1.4124985, 103.9009256 1.4129351)"
126,1839721776,411686018,0,218215448,yes,False,205.972,"LINESTRING (103.9124907 1.3939512, 103.9110583 1.3951262)"
127,1839721776,2274872182,0,218215448,yes,False,67.798,"LINESTRING (103.9124907 1.3939512, 103.9129659 1.393569)"
128,1839721781,411686022,0,218215448,yes,False,98.665,"LINESTRING (103.9059813 1.3993194, 103.9052588 1.3998348)"
129,1839721781,2274876754,0,218215448,yes,False,117.03,"LINESTRING (103.9059813 1.3993194, 103.9068101 1.3986704)"
130,1839721787,411686457,0,218215448,yes,False,230.673,"LINESTRING (103.9094083 1.4046995, 103.9110983 1.4034957)"
131,1839721787,2274884080,0,218215448,yes,False,82.985,"LINESTRING (103.9094083 1.4046995, 103.9088171 1.4051552)"
132,1839721821,2274878319,0,218215448,yes,False,58.952,"LINESTRING (103.9166075 1.3995518, 103.9170334 1.3992359)"
133,1839721821,2274879651,0,218215448,yes,False,94.169,"LINESTRING (103.9166075 1.3995518, 103.9159226 1.4000502)"
134,1839721834,411686020,0,218215448,yes,False,106.686,"LINESTRING (103.9087405 1.3970511, 103.9080237 1.3976891)"
135,1839721834,2274874973,0,218215448,yes,False,33.663,"LINESTRING (103.9087405 1.3970511, 103.9089612 1.3968438)"
136,1839721875,2274884994,0,173144832,yes,False,87.5,"LINESTRING (103.906453 1.4169003, 103.9057494 1.4172531)"
137,1839721875,1712357040,0,173144832,yes,False,41.597,"LINESTRING (103.906453 1.4169003, 103.9067832 1.4167243)"
138,1839721882,2274872498,0,218215448,yes,False,79.567,"LINESTRING (103.9164862 1.3949867, 103.9160716 1.3944034)"
139,1839721882,411686465,0,218215448,yes,False,79.446,"LINESTRING (103.9164862 1.3949867, 103.9168808 1.3955824)"
140,1839721918,2274884807,0,173144832,yes,False,159.115,"LINESTRING (103.8987198 1.4087819, 103.8980494 1.4075176)"
141,1839721918,2274884850,0,173144832,yes,False,70.512,"LINESTRING (103.8987198 1.4087819, 103.8989996 1.409351)"
142,1839721922,411102758,0,173144832,yes,False,228.432,"LINESTRING (103.9065795 1.4127369, 103.9075046 1.4145713)"
143,1839721922,411102762,0,173144832,yes,False,54.828,"LINESTRING (103.9065795 1.4127369, 103.9063563 1.4122972)"
144,1839722275,2274875333,0,218215448,yes,False,27.912,"LINESTRING (103.9182171 1.3976465, 103.9181573 1.3974027)"
145,1839722275,411686462,0,218215448,yes,False,27.888,"LINESTRING (103.9182171 1.3976465, 103.9182295 1.397897)"
146,1839722276,411686462,0,218215448,yes,False,25.462,"LINESTRING (103.9181859 1.3981218, 103.9182295 1.397897)"
147,1839722276,411686461,0,218215448,yes,False,21.662,"LINESTRING (103.9181859 1.3981218, 103.9181126 1.3983023)"
148,1839722277,411686461,0,218215448,yes,False,19.43,"LINESTRING (103.9180155 1.3984476, 103.9181126 1.3983023)"
149,1839722277,1839722278,0,218215448,yes,False,21.373,"LINESTRING (103.9180155 1.3984476, 103.9178844 1.3985882)"
150,1839722278,1839722277,0,218215448,yes,False,21.373,"LINESTRING (103.9178844 1.3985882, 103.9180155 1.3984476)"
151,1839722278,1839722279,0,218215448,yes,False,28.209,"LINESTRING (103.9178844 1.3985882, 103.9176878 1.3987486)"
152,1839722279,1839722278,0,218215448,yes,False,28.209,"LINESTRING (103.9176878 1.3987486, 103.9178844 1.3985882)"
153,1839722279,2274878319,0,218215448,yes,False,90.707,"LINESTRING (103.9176878 1.3987486, 103.9170334 1.3992359)"
154,1839722280,411102713,0,173144832,yes,False,17.166,"LINESTRING (103.897014 1.4036187, 103.8971042 1.4034934)"
155,1839722280,411102715,0,173144832,yes,False,17.537,"LINESTRING (103.897014 1.4036187, 103.8969517 1.4037636)"
156,2085848759,2274881946,0,173144836,yes,False,31.021,"LINESTRING (103.9002053 1.4021705, 103.8999376 1.4022493)"
157,2085848759,5702120063,0,173144836,yes,False,19.071,"LINESTRING (103.9002053 1.4021705, 103.9003767 1.402178)"
158,2274871698,411686774,0,218215448,yes,False,18.524,"LINESTRING (103.9143261 1.3927537, 103.914161 1.3927763)"
159,2274871698,411686468,0,218215448,yes,False,18.329,"LINESTRING (103.9143261 1.3927537, 103.9144904 1.3927676)"
160,2274871713,2274871718,0,218215447,yes,False,16.752,"LINESTRING (103.9143334 1.3927956, 103.9144837 1.3928065)"
161,2274871713,2274871725,0,218215447,yes,False,17.945,"LINESTRING (103.9143334 1.3927956, 103.9141731 1.3928147)"
162,2274871718,2274871738,0,218215447,yes,False,18.078,"LINESTRING (103.9144837 1.3928065, 103.9146422 1.3928429)"
163,2274871718,2274871713,0,218215447,yes,False,16.752,"LINESTRING (103.9144837 1.3928065, 103.9143334 1.3927956)"
164,2274871725,2274871713,0,218215447,yes,False,17.945,"LINESTRING (103.9141731 1.3928147, 103.9143334 1.3927956)"
165,2274871725,2274871750,0,218215447,yes,False,17.771,"LINESTRING (103.9141731 1.3928147, 103.9140219 1.3928666)"
166,2274871738,2274871778,0,218215447,yes,False,23.695,"LINESTRING (103.9146422 1.3928429, 103.9148308 1.3929422)"
167,2274871738,2274871718,0,218215447,yes,False,18.078,"LINESTRING (103.9146422 1.3928429, 103.9144837 1.3928065)"
168,2274871750,2274871725,0,218215447,yes,False,17.771,"LINESTRING (103.9140219 1.3928666, 103.9141731 1.3928147)"
169,2274871750,2274871798,0,218215447,yes,False,26.993,"LINESTRING (103.9140219 1.3928666, 103.913806 1.3929777)"
170,2274871778,2274871816,0,218215447,yes,False,13.62,"LINESTRING (103.9148308 1.3929422, 103.9149319 1.3930114)"
171,2274871778,2274871738,0,218215447,yes,False,23.695,"LINESTRING (103.9148308 1.3929422, 103.9146422 1.3928429)"
172,2274871798,2274871750,0,218215447,yes,False,26.993,"LINESTRING (103.913806 1.3929777, 103.9140219 1.3928666)"
173,2274871798,2274871882,0,218215447,yes,False,26.067,"LINESTRING (103.913806 1.3929777, 103.9136174 1.393117)"
174,2274871799,411686901,0,218215448,yes,False,13.621,"LINESTRING (103.914951 1.3929777, 103.9148481 1.3929112)"
175,2274871799,2274871851,0,218215448,yes,False,13.431,"LINESTRING (103.914951 1.3929777, 103.915043 1.393056)"
176,2274871816,2274871869,0,218215447,yes,False,12.39,"LINESTRING (103.9149319 1.3930114, 103.9150112 1.3930897)"
177,2274871816,2274871778,0,218215447,yes,False,13.62,"LINESTRING (103.9149319 1.3930114, 103.9148308 1.3929422)"
178,2274871851,2274871799,0,218215448,yes,False,13.431,"LINESTRING (103.915043 1.393056, 103.914951 1.3929777)"
179,2274871851,411686467,0,218215448,yes,False,33.924,"LINESTRING (103.915043 1.393056, 103.9152343 1.3932937)"
180,2274871868,2274872011,0,218215448,yes,False,41.041,"LINESTRING (103.9135928 1.3930861, 103.9133086 1.3933217)"
181,2274871868,411686017,0,218215448,yes,False,26.515,"LINESTRING (103.9135928 1.3930861, 103.9137856 1.3929457)"
182,2274871869,2274872007,0,218215447,yes,False,32.575,"LINESTRING (103.9150112 1.3930897, 103.9151979 1.3933155)"
183,2274871869,2274871816,0,218215447,yes,False,12.39,"LINESTRING (103.9150112 1.3930897, 103.9149319 1.3930114)"
184,2274871882,2274871798,0,218215447,yes,False,26.067,"LINESTRING (103.9136174 1.393117, 103.913806 1.3929777)"
185,2274871882,2274872054,0,218215447,yes,False,40.949,"LINESTRING (103.9136174 1.393117, 103.9133323 1.3933502)"
186,2274872007,2274872186,0,218215447,yes,False,37.736,"LINESTRING (103.9151979 1.3933155, 103.9154029 1.393586)"
187,2274872007,2274871869,0,218215447,yes,False,32.575,"LINESTRING (103.9151979 1.3933155, 103.9150112 1.3930897)"
188,2274872011,2274872182,0,218215448,yes,False,46.983,"LINESTRING (103.9133086 1.3933217, 103.9129659 1.393569)"
189,2274872011,2274871868,0,218215448,yes,False,41.041,"LINESTRING (103.9133086 1.3933217, 103.9135928 1.3930861)"
190,2274872054,2274871882,0,218215447,yes,False,40.949,"LINESTRING (103.9133323 1.3933502, 103.9136174 1.393117)"
191,2274872054,2274872200,0,218215447,yes,False,46.515,"LINESTRING (103.9133323 1.3933502, 103.9130235 1.3936325)"
192,2274872182,1839721776,0,218215448,yes,False,67.798,"LINESTRING (103.9129659 1.393569, 103.9124907 1.3939512)"
193,2274872182,2274872011,0,218215448,yes,False,46.983,"LINESTRING (103.9129659 1.393569, 103.9133086 1.3933217)"
194,2274872186,2274872290,0,218215447,yes,False,45.712,"LINESTRING (103.9154029 1.393586, 103.9156439 1.3939191)"
195,2274872186,2274872007,0,218215447,yes,False,37.736,"LINESTRING (103.9154029 1.393586, 103.9151979 1.3933155)"
196,2274872200,2274872054,0,218215447,yes,False,46.515,"LINESTRING (103.9130235 1.3936325, 103.9133323 1.3933502)"
197,2274872200,2274872331,0,218215447,yes,False,68.867,"LINESTRING (103.9130235 1.3936325, 103.9125485 1.3940301)"
198,2274872287,411686466,0,218215448,yes,False,49.505,"LINESTRING (103.915698 1.3939153, 103.9154338 1.3935569)"
199,2274872287,2274872498,0,218215448,yes,False,68.341,"LINESTRING (103.915698 1.3939153, 103.9160716 1.3944034)"
200,2274872290,2274872534,0,218215447,yes,False,70.575,"LINESTRING (103.9156439 1.3939191, 103.9159801 1.3944575)"
201,2274872290,2274872186,0,218215447,yes,False,45.712,"LINESTRING (103.9156439 1.3939191, 103.9154029 1.393586)"
202,2274872331,2274872200,0,218215447,yes,False,68.867,"LINESTRING (103.9125485 1.3940301, 103.9130235 1.3936325)"
203,2274872331,2274873645,0,218215447,yes,False,205.596,"LINESTRING (103.9125485 1.3940301, 103.9111185 1.3952027)"
204,2274872498,2274872287,0,218215448,yes,False,68.341,"LINESTRING (103.9160716 1.3944034, 103.915698 1.3939153)"
205,2274872498,1839721882,0,218215448,yes,False,79.567,"LINESTRING (103.9160716 1.3944034, 103.9164862 1.3949867)"
206,2274872534,2274873547,0,218215447,yes,False,75.959,"LINESTRING (103.9159801 1.3944575, 103.916373 1.3950164)"
207,2274872534,2274872290,0,218215447,yes,False,70.575,"LINESTRING (103.9159801 1.3944575, 103.9156439 1.3939191)"
208,2274873547,2274873995,0,218215447,yes,False,85.438,"LINESTRING (103.916373 1.3950164, 103.9168561 1.395614)"
209,2274873547,2274872534,0,218215447,yes,False,75.959,"LINESTRING (103.916373 1.3950164, 103.9159801 1.3944575)"
210,2274873645,2274872331,0,218215447,yes,False,205.596,"LINESTRING (103.9111185 1.3952027, 103.9125485 1.3940301)"
211,2274873645,2274874317,0,218215447,yes,False,143.155,"LINESTRING (103.9111185 1.3952027, 103.9101243 1.396021)"
212,2274873995,2274875243,0,218215447,yes,False,224.337,"LINESTRING (103.9168561 1.395614, 103.9180273 1.397257)"
213,2274873995,2274873547,0,218215447,yes,False,85.438,"LINESTRING (103.9168561 1.395614, 103.916373 1.3950164)"
214,2274874260,2274874973,0,218215448,yes,False,159.026,"LINESTRING (103.9100725 1.3959432, 103.9089612 1.3968438)"
215,2274874260,411686018,0,218215448,yes,False,142.343,"LINESTRING (103.9100725 1.3959432, 103.9110583 1.3951262)"
216,2274874317,2274873645,0,218215447,yes,False,143.155,"LINESTRING (103.9101243 1.396021, 103.9111185 1.3952027)"
217,2274874317,2274874856,0,218215447,yes,False,115.085,"LINESTRING (103.9101243 1.396021, 103.9093106 1.3966609)"
218,2274874856,2274874317,0,218215447,yes,False,115.085,"LINESTRING (103.9093106 1.3966609, 103.9101243 1.396021)"
219,2274874856,2274875267,0,218215447,yes,False,106.49,"LINESTRING (103.9093106 1.3966609, 103.9085976 1.3973005)"
220,2274874973,1839721834,0,218215448,yes,False,33.663,"LINESTRING (103.9089612 1.3968438, 103.9087405 1.3970511)"
221,2274874973,2274874260,0,218215448,yes,False,159.026,"LINESTRING (103.9089612 1.3968438, 103.9100725 1.3959432)"
222,2274875243,2274875340,0,218215447,yes,False,19.572,"LINESTRING (103.9180273 1.397257, 103.9181057 1.3974146)"
223,2274875243,2274873995,0,218215447,yes,False,224.337,"LINESTRING (103.9180273 1.397257, 103.9168561 1.395614)"
224,2274875267,2274874856,0,218215447,yes,False,106.49,"LINESTRING (103.9085976 1.3973005, 103.9093106 1.3966609)"
225,2274875267,2274875509,0,218215447,yes,False,77.302,"LINESTRING (103.9085976 1.3973005, 103.9080459 1.3977237)"
226,2274875333,411686463,0,218215448,yes,False,27.369,"LINESTRING (103.9181573 1.3974027, 103.9180297 1.3971922)"
227,2274875333,1839722275,0,218215448,yes,False,27.912,"LINESTRING (103.9181573 1.3974027, 103.9182171 1.3976465)"
228,2274875340,2274875469,0,218215447,yes,False,27.959,"LINESTRING (103.9181057 1.3974146, 103.9181794 1.397655)"
229,2274875340,2274875243,0,218215447,yes,False,19.572,"LINESTRING (103.9181057 1.3974146, 103.9180273 1.397257)"
230,2274875469,2274875623,0,218215447,yes,False,27.155,"LINESTRING (103.9181794 1.397655, 103.9181895 1.397899)"
231,2274875469,2274875340,0,218215447,yes,False,27.959,"LINESTRING (103.9181794 1.397655, 103.9181057 1.3974146)"
232,2274875509,2274875267,0,218215447,yes,False,77.302,"LINESTRING (103.9080459 1.3977237, 103.9085976 1.3973005)"
233,2274875509,2274876853,0,218215447,yes,False,172.031,"LINESTRING (103.9080459 1.3977237, 103.9068521 1.3987082)"
234,2274875623,2274875914,0,218215447,yes,False,24.888,"LINESTRING (103.9181895 1.397899, 103.9181457 1.3981185)"
235,2274875623,2274875469,0,218215447,yes,False,27.155,"LINESTRING (103.9181895 1.397899, 103.9181794 1.397655)"
236,2274875914,2274876348,0,218215447,yes,False,19.727,"LINESTRING (103.9181457 1.3981185, 103.9180847 1.3982851)"
237,2274875914,2274875623,0,218215447,yes,False,24.888,"LINESTRING (103.9181457 1.3981185, 103.9181895 1.397899)"
238,2274876348,2274876505,0,218215447,yes,False,19.042,"LINESTRING (103.9180847 1.3982851, 103.9179891 1.3984272)"
239,2274876348,2274875914,0,218215447,yes,False,19.727,"LINESTRING (103.9180847 1.3982851, 103.9181457 1.3981185)"
240,2274876505,2274876620,0,218215447,yes,False,21.559,"LINESTRING (103.9179891 1.3984272, 103.9178542 1.3985665)"
241,2274876505,2274876348,0,218215447,yes,False,19.042,"LINESTRING (103.9179891 1.3984272, 103.9180847 1.3982851)"
242,2274876620,2274877681,0,218215447,yes,False,82.079,"LINESTRING (103.9178542 1.3985665, 103.9172612 1.3990063)"
243,2274876620,2274876505,0,218215447,yes,False,21.559,"LINESTRING (103.9178542 1.3985665, 103.9179891 1.3984272)"
244,2274876754,1839721781,0,218215448,yes,False,117.03,"LINESTRING (103.9068101 1.3986704, 103.9059813 1.3993194)"
245,2274876754,411686020,0,218215448,yes,False,173.511,"LINESTRING (103.9068101 1.3986704, 103.9080237 1.3976891)"
246,2274876853,2274875509,0,218215447,yes,False,172.031,"LINESTRING (103.9068521 1.3987082, 103.9080459 1.3977237)"
247,2274876853,2274877959,0,218215447,yes,False,67.912,"LINESTRING (103.9068521 1.3987082, 103.9064012 1.3991203)"
248,2274877681,2274878605,0,218215447,yes,False,94.842,"LINESTRING (103.9172612 1.3990063, 103.9165527 1.3994815)"
249,2274877681,2274876620,0,218215447,yes,False,82.079,"LINESTRING (103.9172612 1.3990063, 103.9178542 1.3985665)"
250,2274877959,2274876853,0,218215447,yes,False,67.912,"LINESTRING (103.9064012 1.3991203, 103.9068521 1.3987082)"
251,2274877959,2274878487,0,218215447,yes,False,51.666,"LINESTRING (103.9064012 1.3991203, 103.9060328 1.3994036)"
252,2274878319,1839722279,0,218215448,yes,False,90.707,"LINESTRING (103.9170334 1.3992359, 103.9176878 1.3987486)"
253,2274878319,1839721821,0,218215448,yes,False,58.952,"LINESTRING (103.9170334 1.3992359, 103.9166075 1.3995518)"
254,2274878487,2274877959,0,218215447,yes,False,51.666,"LINESTRING (103.9060328 1.3994036, 103.9064012 1.3991203)"
255,2274878487,2274879233,0,218215447,yes,False,75.659,"LINESTRING (103.9060328 1.3994036, 103.9054789 1.399799)"
256,2274878605,2274879526,0,218215447,yes,False,93.448,"LINESTRING (103.9165527 1.3994815, 103.9158693 1.3999709)"
257,2274878605,2274877681,0,218215447,yes,False,94.842,"LINESTRING (103.9165527 1.3994815, 103.9172612 1.3990063)"
258,2274879233,2274878487,0,218215447,yes,False,75.659,"LINESTRING (103.9054789 1.399799, 103.9060328 1.3994036)"
259,2274879233,2274879665,0,218215447,yes,False,63.356,"LINESTRING (103.9054789 1.399799, 103.9049752 1.4000656)"
260,2274879526,2274880211,0,218215447,yes,False,94.684,"LINESTRING (103.9158693 1.3999709, 103.9151945 1.4004905)"
261,2274879526,2274878605,0,218215447,yes,False,93.448,"LINESTRING (103.9158693 1.3999709, 103.9165527 1.3994815)"
262,2274879651,1839721821,0,218215448,yes,False,94.169,"LINESTRING (103.9159226 1.4000502, 103.9166075 1.3995518)"
263,2274879651,411686459,0,218215448,yes,False,94.203,"LINESTRING (103.9159226 1.4000502, 103.9152176 1.4005203)"
264,2274879665,2274879233,0,218215447,yes,False,63.356,"LINESTRING (103.9049752 1.4000656, 103.9054789 1.399799)"
265,2274879665,2274880250,0,218215447,yes,False,120.544,"LINESTRING (103.9049752 1.4000656, 103.9039999 1.4005395)"
266,2274880211,2274881467,0,218215447,yes,False,232.743,"LINESTRING (103.9151945 1.4004905, 103.9134932 1.4017105)"
267,2274880211,2274879526,0,218215447,yes,False,94.684,"LINESTRING (103.9151945 1.4004905, 103.9158693 1.3999709)"
268,2274880216,411686024,0,218215448,yes,False,220.293,"LINESTRING (103.903986 1.4005011, 103.9022066 1.4013732)"
269,2274880216,411686023,0,218215448,yes,False,119.908,"LINESTRING (103.903986 1.4005011, 103.9049539 1.4000251)"
270,2274880250,2274879665,0,218215447,yes,False,120.544,"LINESTRING (103.9039999 1.4005395, 103.9049752 1.4000656)"
271,2274880250,2274881297,0,218215447,yes,False,219.863,"LINESTRING (103.9039999 1.4005395, 103.902226 1.401414)"
272,2274881297,2274880250,0,218215447,yes,False,219.863,"LINESTRING (103.902226 1.401414, 103.9039999 1.4005395)"
273,2274881297,2274881393,0,218215447,yes,False,42.398,"LINESTRING (103.902226 1.401414, 103.9018846 1.401584)"
274,2274881393,2274881297,0,218215447,yes,False,42.398,"LINESTRING (103.9018846 1.401584, 103.902226 1.401414)"
275,2274881393,2274881651,0,218215447,yes,False,66.54,"LINESTRING (103.9018846 1.401584, 103.9013526 1.4018583)"
276,2274881467,2274881889,0,218215447,yes,False,91.438,"LINESTRING (103.9134932 1.4017105, 103.9128156 1.4021767)"
277,2274881467,2274880211,0,218215447,yes,False,232.743,"LINESTRING (103.9134932 1.4017105, 103.9151945 1.4004905)"
278,2274881651,2274881393,0,218215447,yes,False,66.54,"LINESTRING (103.9013526 1.4018583, 103.9018846 1.401584)"
279,2274881651,2274881770,0,218215447,yes,False,23.113,"LINESTRING (103.9013526 1.4018583, 103.9011864 1.4019832)"
280,2274881749,411685948,0,218215448,yes,False,23.119,"LINESTRING (103.9011377 1.401959, 103.9010024 1.4021169)"
281,2274881749,411685947,0,218215448,yes,False,25.342,"LINESTRING (103.9011377 1.401959, 103.9013221 1.401825)"
282,2274881770,2274881651,0,218215447,yes,False,23.113,"LINESTRING (103.9011864 1.4019832, 103.9013526 1.4018583)"
283,2274881770,2274881864,0,218215447,yes,False,21.851,"LINESTRING (103.9011864 1.4019832, 103.9010666 1.402139)"
284,2274881864,2274881770,0,218215447,yes,False,21.851,"LINESTRING (103.9010666 1.402139, 103.9011864 1.4019832)"
285,2274881864,2274881970,0,218215447,yes,False,17.561,"LINESTRING (103.9010666 1.402139, 103.9010086 1.4022859)"
286,2274881889,2274882337,0,218215447,yes,False,107.285,"LINESTRING (103.9128156 1.4021767, 103.9120296 1.4027366)"
287,2274881889,2274881467,0,218215447,yes,False,91.438,"LINESTRING (103.9128156 1.4021767, 103.9134932 1.4017105)"
288,2274881946,411102707,0,173144836,yes,False,37.546,"LINESTRING (103.8999376 1.4022493, 103.8996183 1.4023594)"
289,2274881946,2085848759,0,173144836,yes,False,31.021,"LINESTRING (103.8999376 1.4022493, 103.9002053 1.4021705)"
290,2274881959,411685949,0,218215448,yes,False,19.429,"LINESTRING (103.9009367 1.4022694, 103.9009003 1.4024403)"
291,2274881959,411685948,0,218215448,yes,False,18.463,"LINESTRING (103.9009367 1.4022694, 103.9010024 1.4021169)"
292,2274881964,411102768,0,173144836,yes,False,28.651,"LINESTRING (103.9006861 1.4022767, 103.9004468 1.402181)"
293,2274881964,411102767,0,173144836,yes,False,21.43,"LINESTRING (103.9006861 1.4022767, 103.9008396 1.4023933)"
294,2274881970,2274881864,0,218215447,yes,False,17.561,"LINESTRING (103.9010086 1.4022859, 103.9010666 1.402139)"
295,2274881970,2274882091,0,218215447,yes,False,17.351,"LINESTRING (103.9010086 1.4022859, 103.9009867 1.4024404)"
296,2274882038,2274882056,0,173144832,yes,False,22.83,"LINESTRING (103.900219 1.4023736, 103.900423 1.4023973)"
297,2274882038,2274882069,0,173144832,yes,False,25.71,"LINESTRING (103.900219 1.4023736, 103.8999912 1.4024136)"
298,2274882056,2274882119,0,173144832,yes,False,22.941,"LINESTRING (103.900423 1.4023973, 103.9006161 1.4024701)"
299,2274882056,2274882038,0,173144832,yes,False,22.83,"LINESTRING (103.900423 1.4023973, 103.900219 1.4023736)"
300,2274882069,2274882038,0,173144832,yes,False,25.71,"LINESTRING (103.8999912 1.4024136, 103.900219 1.4023736)"
301,2274882069,2274882141,0,173144832,yes,False,38.175,"LINESTRING (103.8999912 1.4024136, 103.8996596 1.4025029)"
302,2274882091,2274881970,0,218215447,yes,False,17.351,"LINESTRING (103.9009867 1.4024404, 103.9010086 1.4022859)"
303,2274882091,2274882210,0,218215447,yes,False,17.195,"LINESTRING (103.9009867 1.4024404, 103.9009932 1.4025949)"
304,2274882119,2274882241,0,173144832,yes,False,27.553,"LINESTRING (103.9006161 1.4024701, 103.900802 1.402634)"
305,2274882119,2274882056,0,173144832,yes,False,22.941,"LINESTRING (103.9006161 1.4024701, 103.900423 1.4023973)"
306,2274882141,2274882069,0,173144832,yes,False,38.175,"LINESTRING (103.8996596 1.4025029, 103.8999912 1.4024136)"
307,2274882141,2274882492,0,173144832,yes,False,123.977,"LINESTRING (103.8996596 1.4025029, 103.8986071 1.4028717)"
308,2274882207,2274882410,0,218215448,yes,False,22.031,"LINESTRING (103.9009071 1.4025926, 103.9009723 1.4027797)"
309,2274882207,411685949,0,218215448,yes,False,16.952,"LINESTRING (103.9009071 1.4025926, 103.9009003 1.4024403)"
310,2274882210,2274882091,0,218215447,yes,False,17.195,"LINESTRING (103.9009932 1.4025949, 103.9009867 1.4024404)"
311,2274882210,2274882348,0,218215447,yes,False,18.325,"LINESTRING (103.9009932 1.4025949, 103.9010537 1.4027482)"
312,2274882241,2274882434,0,173144832,yes,False,23.782,"LINESTRING (103.900802 1.402634, 103.9009349 1.4028016)"
313,2274882241,2274882119,0,173144832,yes,False,27.553,"LINESTRING (103.900802 1.402634, 103.9006161 1.4024701)"
314,2274882337,2274882752,0,218215447,yes,False,77.176,"LINESTRING (103.9120296 1.4027366, 103.9114899 1.4031732)"
315,2274882337,2274881889,0,218215447,yes,False,107.285,"LINESTRING (103.9120296 1.4027366, 103.9128156 1.4021767)"
316,2274882348,2274882210,0,218215447,yes,False,18.325,"LINESTRING (103.9010537 1.4027482, 103.9009932 1.4025949)"
317,2274882348,2274883438,0,218215447,yes,False,151.263,"LINESTRING (103.9010537 1.4027482, 103.9017148 1.4039372)"
318,2274882410,2274883439,0,218215448,yes,False,147.251,"LINESTRING (103.9009723 1.4027797, 103.9016149 1.4039377)"
319,2274882410,2274882207,0,218215448,yes,False,22.031,"LINESTRING (103.9009723 1.4027797, 103.9009071 1.4025926)"
320,2274882434,2274883357,0,173144832,yes,False,126.541,"LINESTRING (103.9009349 1.4028016, 103.9014852 1.4037978)"
321,2274882434,2274882241,0,173144832,yes,False,23.782,"LINESTRING (103.9009349 1.4028016, 103.900802 1.402634)"
322,2274882440,411686458,0,218215448,yes,False,107.509,"LINESTRING (103.9120932 1.4028062, 103.9128752 1.4022373)"
323,2274882440,2274882786,0,218215448,yes,False,78.615,"LINESTRING (103.9120932 1.4028062, 103.9115091 1.4032048)"
324,2274882492,2274882141,0,173144832,yes,False,123.977,"LINESTRING (103.8986071 1.4028717, 103.8996596 1.4025029)"
325,2274882492,2274882753,0,173144832,yes,False,101.88,"LINESTRING (103.8986071 1.4028717, 103.8977422 1.4031748)"
326,2274882650,2274882756,0,173144836,yes,False,39.512,"LINESTRING (103.8976765 1.4030588, 103.8973419 1.4031787)"
327,2274882650,411102710,0,173144836,yes,False,102.557,"LINESTRING (103.8976765 1.4030588, 103.8985451 1.4027479)"
328,2274882752,2274883007,0,218215447,yes,False,57.244,"LINESTRING (103.9114899 1.4031732, 103.911066 1.4034655)"
329,2274882752,2274882337,0,218215447,yes,False,77.176,"LINESTRING (103.9114899 1.4031732, 103.9120296 1.4027366)"
330,2274882753,2274882492,0,173144832,yes,False,101.88,"LINESTRING (103.8977422 1.4031748, 103.8986071 1.4028717)"
331,2274882753,2274882847,0,173144832,yes,False,32.89,"LINESTRING (103.8977422 1.4031748, 103.897463 1.4032727)"
332,2274882756,2274882862,0,173144836,yes,False,27.232,"LINESTRING (103.8973419 1.4031787, 103.8971268 1.4032959)"
333,2274882756,2274882650,0,173144836,yes,False,39.512,"LINESTRING (103.8973419 1.4031787, 103.8976765 1.4030588)"
