,u,v,key,osmid,bridge,oneway,length,geometry
334,2274882786,2274882440,0,218215448,yes,False,78.615,"LINESTRING (103.9115091 1.4032048, 103.9120932 1.4028062)"
335,2274882786,411686457,0,218215448,yes,False,55.961,"LINESTRING (103.9115091 1.4032048, 103.9110983 1.4034957)"
336,2274882847,2274882753,0,173144832,yes,False,32.89,"LINESTRING (103.897463 1.4032727, 103.8977422 1.4031748)"
337,2274882847,2274882934,0,173144832,yes,False,28.056,"LINESTRING (103.897463 1.4032727, 103.897235 1.4033809)"
338,2274882862,2274882961,0,173144836,yes,False,19.748,"LINESTRING (103.8971268 1.4032959, 103.8970018 1.4034221)"
339,2274882862,2274882756,0,173144836,yes,False,27.232,"LINESTRING (103.8971268 1.4032959, 103.8973419 1.4031787)"
340,2274882934,2274882847,0,173144832,yes,False,28.056,"LINESTRING (103.897235 1.4033809, 103.897463 1.4032727)"
341,2274882934,411102713,0,173144832,yes,False,19.181,"LINESTRING (103.897235 1.4033809, 103.8971042 1.4034934)"
342,2274882961,2274883080,0,173144836,yes,False,19.781,"LINESTRING (103.8970018 1.4034221, 103.8969052 1.4035715)"
343,2274882961,2274882862,0,173144836,yes,False,19.748,"LINESTRING (103.8970018 1.4034221, 103.8971268 1.4032959)"
344,2274883007,2274883917,0,218215447,yes,False,229.783,"LINESTRING (103.911066 1.4034655, 103.9093817 1.4046635)"
345,2274883007,2274882752,0,218215447,yes,False,57.244,"LINESTRING (103.911066 1.4034655, 103.9114899 1.4031732)"
346,2274883080,2274883267,0,173144836,yes,False,20.846,"LINESTRING (103.8969052 1.4035715, 103.8968382 1.4037466)"
347,2274883080,2274882961,0,173144836,yes,False,19.781,"LINESTRING (103.8969052 1.4035715, 103.8970018 1.4034221)"
348,2274883134,411102766,0,173144836,yes,False,124.463,"LINESTRING (103.9016317 1.4036483, 103.901094 1.4026665)"
349,2274883134,2274883438,0,173144836,yes,False,33.426,"LINESTRING (103.9016317 1.4036483, 103.9017148 1.4039372)"
350,2274883267,2274883463,0,173144836,yes,False,26.77,"LINESTRING (103.8968382 1.4037466, 103.8968137 1.4039861)"
351,2274883267,2274883080,0,173144836,yes,False,20.846,"LINESTRING (103.8968382 1.4037466, 103.8969052 1.4035715)"
352,2274883357,2274883439,0,173144832,yes,False,21.21,"LINESTRING (103.9014852 1.4037978, 103.9016149 1.4039377)"
353,2274883357,2274882434,0,173144832,yes,False,126.541,"LINESTRING (103.9014852 1.4037978, 103.9009349 1.4028016)"
354,2274883438,2274883134,0,173144836,yes,False,33.426,"LINESTRING (103.9017148 1.4039372, 103.9016317 1.4036483)"
355,2274883438,2274883752,0,218215444,yes,False,57.143,"LINESTRING (103.9017148 1.4039372, 103.9019645 1.4043864)"
356,2274883438,2274882348,0,218215447,yes,False,151.263,"LINESTRING (103.9017148 1.4039372, 103.9010537 1.4027482)"
357,2274883439,2274883357,0,173144832,yes,False,21.21,"LINESTRING (103.9016149 1.4039377, 103.9014852 1.4037978)"
358,2274883439,2274883772,0,218215445,yes,False,61.546,"LINESTRING (103.9016149 1.4039377, 103.9018835 1.4044217)"
359,2274883439,2274882410,0,218215448,yes,False,147.251,"LINESTRING (103.9016149 1.4039377, 103.9009723 1.4027797)"
360,2274883456,411102715,0,173144832,yes,False,24.04,"LINESTRING (103.8969103 1.4039758, 103.8969517 1.4037636)"
361,2274883456,411102718,0,173144832,yes,False,22.23,"LINESTRING (103.8969103 1.4039758, 103.8969466 1.4041724)"
362,2274883463,2274883603,0,173144836,yes,False,22.839,"LINESTRING (103.8968137 1.4039861, 103.8968498 1.4041883)"
363,2274883463,2274883267,0,173144836,yes,False,26.77,"LINESTRING (103.8968137 1.4039861, 103.8968382 1.4037466)"
364,2274883603,2274884044,0,173144836,yes,False,94.312,"LINESTRING (103.8968498 1.4041883, 103.8970791 1.4050049)"
365,2274883603,2274883463,0,173144836,yes,False,22.839,"LINESTRING (103.8968498 1.4041883, 103.8968137 1.4039861)"
366,2274883752,2274883438,0,218215444,yes,False,57.143,"LINESTRING (103.9019645 1.4043864, 103.9017148 1.4039372)"
367,2274883752,2274884006,0,218215444,yes,False,63.407,"LINESTRING (103.9019645 1.4043864, 103.902302 1.4048461)"
368,2274883772,2274883899,0,218215445,yes,False,24.686,"LINESTRING (103.9018835 1.4044217, 103.9019595 1.4046303)"
369,2274883772,2274883439,0,218215445,yes,False,61.546,"LINESTRING (103.9018835 1.4044217, 103.9016149 1.4039377)"
370,2274883899,2274884038,0,218215445,yes,False,42.753,"LINESTRING (103.9019595 1.4046303, 103.9020857 1.4049935)"
371,2274883899,2274883772,0,218215445,yes,False,24.686,"LINESTRING (103.9019595 1.4046303, 103.9018835 1.4044217)"
372,2274883917,2274884054,0,218215447,yes,False,82.529,"LINESTRING (103.9093817 1.4046635, 103.9087633 1.4050742)"
373,2274883917,2274883007,0,218215447,yes,False,229.783,"LINESTRING (103.9093817 1.4046635, 103.911066 1.4034655)"
374,2274884006,2274883752,0,218215444,yes,False,63.407,"LINESTRING (103.902302 1.4048461, 103.9019645 1.4043864)"
375,2274884006,6587709457,0,218215444,yes,False,38.61,"LINESTRING (103.902302 1.4048461, 103.9024702 1.4051499)"
376,2274884034,411102718,0,173144832,yes,False,93.117,"LINESTRING (103.8971667 1.4049804, 103.8969466 1.4041724)"
377,2274884034,2274884362,0,173144832,yes,False,66.552,"LINESTRING (103.8971667 1.4049804, 103.8973393 1.4055535)"
378,2274884038,6587709456,0,218215445,yes,False,35.456,"LINESTRING (103.9020857 1.4049935, 103.9022357 1.4052749)"
379,2274884038,2274883899,0,218215445,yes,False,42.753,"LINESTRING (103.9020857 1.4049935, 103.9019595 1.4046303)"
380,2274884044,2274884379,0,173144836,yes,False,66.518,"LINESTRING (103.8970791 1.4050049, 103.8972466 1.4055792)"
381,2274884044,2274883603,0,173144836,yes,False,94.312,"LINESTRING (103.8970791 1.4050049, 103.8968498 1.4041883)"
382,2274884054,4285849806,0,218215447,yes,False,54.942,"LINESTRING (103.9087633 1.4050742, 103.9083654 1.4053673)"
383,2274884054,2274883917,0,218215447,yes,False,82.529,"LINESTRING (103.9087633 1.4050742, 103.9093817 1.4046635)"
384,2274884080,1839721787,0,218215448,yes,False,82.985,"LINESTRING (103.9088171 1.4051552, 103.9094083 1.4046995)"
385,2274884080,2274884395,0,218215448,yes,False,87.937,"LINESTRING (103.9088171 1.4051552, 103.9081781 1.4056214)"
386,2274884353,2274884607,0,218215447,yes,False,89.608,"LINESTRING (103.9081329 1.4055386, 103.9074971 1.406034)"
387,2274884353,4285849806,0,218215447,yes,False,32.106,"LINESTRING (103.9081329 1.4055386, 103.9083654 1.4053673)"
388,2274884357,6587709457,0,218215444,yes,False,50.425,"LINESTRING (103.9026898 1.4055467, 103.9024702 1.4051499)"
389,2274884357,2274884573,0,218215444,yes,False,41.641,"LINESTRING (103.9026898 1.4055467, 103.9027954 1.405906)"
390,2274884362,2274884034,0,173144832,yes,False,66.552,"LINESTRING (103.8973393 1.4055535, 103.8971667 1.4049804)"
391,2274884362,411102721,0,173144832,yes,False,53.184,"LINESTRING (103.8973393 1.4055535, 103.8974846 1.4060092)"
392,2274884379,2274884602,0,173144836,yes,False,51.782,"LINESTRING (103.8972466 1.4055792, 103.8973899 1.4060223)"
393,2274884379,2274884044,0,173144836,yes,False,66.518,"LINESTRING (103.8972466 1.4055792, 103.8970791 1.4050049)"
394,2274884395,2274884080,0,218215448,yes,False,87.937,"LINESTRING (103.9081781 1.4056214, 103.9088171 1.4051552)"
395,2274884395,411686455,0,218215448,yes,False,89.007,"LINESTRING (103.9081781 1.4056214, 103.9075124 1.4060662)"
396,2274884573,2274884357,0,218215444,yes,False,41.641,"LINESTRING (103.9027954 1.405906, 103.9026898 1.4055467)"
397,2274884573,2274884782,0,218215444,yes,False,141.5,"LINESTRING (103.9027954 1.405906, 103.9034045 1.4070234)"
398,2274884600,2274884681,0,218215445,yes,False,44.54,"LINESTRING (103.9027672 1.4060174, 103.9029617 1.4063676)"
399,2274884600,411102765,0,218215445,yes,False,56.158,"LINESTRING (103.9027672 1.4060174, 103.9024307 1.4056407)"
400,2274884602,2274884731,0,173144836,yes,False,61.726,"LINESTRING (103.8973899 1.4060223, 103.8975939 1.4065386)"
401,2274884602,2274884379,0,173144836,yes,False,51.782,"LINESTRING (103.8973899 1.4060223, 103.8972466 1.4055792)"
402,2274884607,2274884762,0,218215447,yes,False,151.362,"LINESTRING (103.9074971 1.406034, 103.9063761 1.4068067)"
403,2274884607,2274884353,0,218215447,yes,False,89.608,"LINESTRING (103.9074971 1.406034, 103.9081329 1.4055386)"
404,2274884681,411102764,0,173144832,yes,False,125.449,"LINESTRING (103.9029617 1.4063676, 103.903494 1.4073624)"
405,2274884681,2274884600,0,218215445,yes,False,44.54,"LINESTRING (103.9029617 1.4063676, 103.9027672 1.4060174)"
406,2274884681,2274884738,0,218215448,yes,False,25.305,"LINESTRING (103.9029617 1.4063676, 103.9030218 1.4065871)"
407,2274884731,2274884770,0,173144836,yes,False,42.635,"LINESTRING (103.8975939 1.4065386, 103.8977315 1.4068965)"
408,2274884731,2274884602,0,173144836,yes,False,61.726,"LINESTRING (103.8975939 1.4065386, 103.8973899 1.4060223)"
409,2274884738,2274884753,0,218215448,yes,False,10.847,"LINESTRING (103.9030218 1.4065871, 103.9030592 1.4066772)"
410,2274884738,2274884681,0,218215448,yes,False,25.305,"LINESTRING (103.9030218 1.4065871, 103.9029617 1.4063676)"
411,2274884753,2274884795,0,218215448,yes,False,76.905,"LINESTRING (103.9030592 1.4066772, 103.9033664 1.4072969)"
412,2274884753,2274884738,0,218215448,yes,False,10.847,"LINESTRING (103.9030592 1.4066772, 103.9030218 1.4065871)"
413,2274884762,2274884778,0,218215447,yes,False,39.903,"LINESTRING (103.9063761 1.4068067, 103.9060579 1.4069728)"
414,2274884762,2274884607,0,218215447,yes,False,151.362,"LINESTRING (103.9063761 1.4068067, 103.9074971 1.406034)"
415,2274884769,411102724,0,173144832,yes,False,42.582,"LINESTRING (103.897767 1.4068883, 103.8976318 1.40653)"
416,2274884769,2274884807,0,173144832,yes,False,76.694,"LINESTRING (103.897767 1.4068883, 103.8980494 1.4075176)"
417,2274884770,2274884810,0,173144836,yes,False,77.678,"LINESTRING (103.8977315 1.4068965, 103.8979893 1.4075458)"
418,2274884770,2274884731,0,173144836,yes,False,42.635,"LINESTRING (103.8977315 1.4068965, 103.8975939 1.4065386)"
419,2274884778,2274884805,0,218215447,yes,False,137.821,"LINESTRING (103.9060579 1.4069728, 103.9049399 1.4075086)"
420,2274884778,2274884762,0,218215447,yes,False,39.903,"LINESTRING (103.9060579 1.4069728, 103.9063761 1.4068067)"
421,2274884782,2274884573,0,218215444,yes,False,141.5,"LINESTRING (103.9034045 1.4070234, 103.9027954 1.405906)"
422,2274884782,2274884791,0,218215447,yes,False,27.848,"LINESTRING (103.9034045 1.4070234, 103.9035684 1.4072128)"
423,2274884782,2274884820,0,601849934,yes,False,97.233,"LINESTRING (103.9034045 1.4070234, 103.9038273 1.4077889)"
424,2274884791,2274884782,0,218215447,yes,False,27.848,"LINESTRING (103.9035684 1.4072128, 103.9034045 1.4070234)"
425,2274884791,2274884801,0,218215447,yes,False,39.614,"LINESTRING (103.9035684 1.4072128, 103.9038372 1.4074467)"
426,2274884795,2274884812,0,218215448,yes,False,36.611,"LINESTRING (103.9033664 1.4072969, 103.9035231 1.4075865)"
427,2274884795,2274884753,0,218215448,yes,False,76.905,"LINESTRING (103.9033664 1.4072969, 103.9030592 1.4066772)"
428,2274884801,2274884791,0,218215447,yes,False,39.614,"LINESTRING (103.9038372 1.4074467, 103.9035684 1.4072128)"
429,2274884801,5702120064,0,218215447,yes,False,11.124,"LINESTRING (103.9038372 1.4074467, 103.9039291 1.4074863)"
430,2274884805,2274884813,0,218215447,yes,False,32.451,"LINESTRING (103.9049399 1.4075086, 103.9046591 1.4075884)"
431,2274884805,2274884778,0,218215447,yes,False,137.821,"LINESTRING (103.9049399 1.4075086, 103.9060579 1.4069728)"
432,2274884807,2274884769,0,173144832,yes,False,76.694,"LINESTRING (103.8980494 1.4075176, 103.897767 1.4068883)"
433,2274884807,1839721918,0,173144832,yes,False,159.115,"LINESTRING (103.8980494 1.4075176, 103.8987198 1.4087819)"
434,2274884810,2274884838,0,173144836,yes,False,158.242,"LINESTRING (103.8979893 1.4075458, 103.8986379 1.4088126)"
435,2274884810,2274884770,0,173144836,yes,False,77.678,"LINESTRING (103.8979893 1.4075458, 103.8977315 1.4068965)"
436,2274884811,5702120064,0,218215447,yes,False,22.871,"LINESTRING (103.904118 1.4075678, 103.9039291 1.4074863)"
437,2274884811,2274884817,0,218215447,yes,False,32.493,"LINESTRING (103.904118 1.4075678, 103.9044066 1.4076142)"
438,2274884812,2274884821,0,218215448,yes,False,26.557,"LINESTRING (103.9035231 1.4075865, 103.9036488 1.4077896)"
439,2274884812,2274884795,0,218215448,yes,False,36.611,"LINESTRING (103.9035231 1.4075865, 103.9033664 1.4072969)"
440,2274884813,2274884817,0,218215447,yes,False,28.215,"LINESTRING (103.9046591 1.4075884, 103.9044066 1.4076142)"
441,2274884813,2274884805,0,218215447,yes,False,32.451,"LINESTRING (103.9046591 1.4075884, 103.9049399 1.4075086)"
442,2274884817,2274884811,0,218215447,yes,False,32.493,"LINESTRING (103.9044066 1.4076142, 103.904118 1.4075678)"
443,2274884817,2274884813,0,218215447,yes,False,28.215,"LINESTRING (103.9044066 1.4076142, 103.9046591 1.4075884)"
444,2274884820,2274884782,0,601849934,yes,False,97.233,"LINESTRING (103.9038273 1.4077889, 103.9034045 1.4070234)"
445,2274884820,6532012975,0,601849934,yes,False,166.828,"LINESTRING (103.9038273 1.4077889, 103.9045758 1.4090893)"
446,2274884821,2274884824,0,218215448,yes,False,23.194,"LINESTRING (103.9036488 1.4077896, 103.903779 1.4079526)"
447,2274884821,2274884812,0,218215448,yes,False,26.557,"LINESTRING (103.9036488 1.4077896, 103.9035231 1.4075865)"
448,2274884824,2274884826,0,218215448,yes,False,17.731,"LINESTRING (103.903779 1.4079526, 103.903913 1.4080391)"
449,2274884824,2274884821,0,218215448,yes,False,23.194,"LINESTRING (103.903779 1.4079526, 103.9036488 1.4077896)"
450,2274884826,2274884828,0,218215448,yes,False,17.075,"LINESTRING (103.903913 1.4080391, 103.9040551 1.4080974)"
451,2274884826,2274884824,0,218215448,yes,False,17.731,"LINESTRING (103.903913 1.4080391, 103.903779 1.4079526)"
452,2274884827,411686452,0,218215448,yes,False,16.612,"LINESTRING (103.9045461 1.4080764, 103.9046747 1.4080003)"
453,2274884827,2274884829,0,218215448,yes,False,19.169,"LINESTRING (103.9045461 1.4080764, 103.9043803 1.4081238)"
454,2274884828,2274884830,0,218215448,yes,False,19.298,"LINESTRING (103.9040551 1.4080974, 103.9042254 1.4081311)"
455,2274884828,2274884826,0,218215448,yes,False,17.075,"LINESTRING (103.9040551 1.4080974, 103.903913 1.4080391)"
456,2274884829,2274884827,0,218215448,yes,False,19.169,"LINESTRING (103.9043803 1.4081238, 103.9045461 1.4080764)"
457,2274884829,2274884830,0,218215448,yes,False,17.238,"LINESTRING (103.9043803 1.4081238, 103.9042254 1.4081311)"
458,2274884830,2274884829,0,218215448,yes,False,17.238,"LINESTRING (103.9042254 1.4081311, 103.9043803 1.4081238)"
459,2274884830,2274884828,0,218215448,yes,False,19.298,"LINESTRING (103.9042254 1.4081311, 103.9040551 1.4080974)"
460,2274884838,2274884851,0,173144836,yes,False,71.757,"LINESTRING (103.8986379 1.4088126, 103.8989649 1.409369)"
461,2274884838,2274884810,0,173144836,yes,False,158.242,"LINESTRING (103.8986379 1.4088126, 103.8979893 1.4075458)"
462,2274884850,1839721918,0,173144832,yes,False,70.512,"LINESTRING (103.8989996 1.409351, 103.8987198 1.4087819)"
463,2274884850,411102726,0,173144832,yes,False,198.36,"LINESTRING (103.8989996 1.409351, 103.8998586 1.4109146)"
464,2274884851,2274884865,0,173144836,yes,False,196.486,"LINESTRING (103.8989649 1.409369, 103.8997641 1.4109451)"
465,2274884851,2274884838,0,173144836,yes,False,71.757,"LINESTRING (103.8989649 1.409369, 103.8986379 1.4088126)"
466,2274884858,6532012975,0,601849934,yes,False,98.783,"LINESTRING (103.905019 1.4098593, 103.9045758 1.4090893)"
467,2274884858,2274884866,0,601849934,yes,False,201.203,"LINESTRING (103.905019 1.4098593, 103.9059499 1.4114111)"
468,2274884865,2274884867,0,173144836,yes,False,130.64,"LINESTRING (103.8997641 1.4109451, 103.9003219 1.4119792)"
469,2274884865,2274884851,0,173144836,yes,False,196.486,"LINESTRING (103.8997641 1.4109451, 103.8989649 1.409369)"
470,2274884866,2274884858,0,601849934,yes,False,201.203,"LINESTRING (103.9059499 1.4114111, 103.905019 1.4098593)"
471,2274884866,2274884868,0,601849934,yes,False,109.703,"LINESTRING (103.9059499 1.4114111, 103.9064437 1.4122653)"
472,2274884867,2274884869,0,173144836,yes,False,43.661,"LINESTRING (103.9003219 1.4119792, 103.9005228 1.4123166)"
473,2274884867,2274884865,0,173144836,yes,False,130.64,"LINESTRING (103.9003219 1.4119792, 103.8997641 1.4109451)"
474,2274884868,2274884866,0,601849934,yes,False,109.703,"LINESTRING (103.9064437 1.4122653, 103.9059499 1.4114111)"
475,2274884868,6532012974,0,601849934,yes,False,151.947,"LINESTRING (103.9064437 1.4122653, 103.9070486 1.4134907)"
476,2274884869,2274884872,0,173144836,yes,False,27.055,"LINESTRING (103.9005228 1.4123166, 103.9006233 1.4125382)"
477,2274884869,2274884867,0,173144836,yes,False,43.661,"LINESTRING (103.9005228 1.4123166, 103.9003219 1.4119792)"
478,2274884872,2274884873,0,173144836,yes,False,53.935,"LINESTRING (103.9006233 1.4125382, 103.9008238 1.4129799)"
479,2274884872,2274884869,0,173144836,yes,False,27.055,"LINESTRING (103.9006233 1.4125382, 103.9005228 1.4123166)"
480,2274884873,2274884876,0,173144836,yes,False,243.405,"LINESTRING (103.9008238 1.4129799, 103.9014687 1.4150718)"
481,2274884873,2274884872,0,173144836,yes,False,53.935,"LINESTRING (103.9008238 1.4129799, 103.9006233 1.4125382)"
482,2274884874,6532012974,0,601849934,yes,False,128.824,"LINESTRING (103.9075719 1.4145244, 103.9070486 1.4134907)"
483,2274884874,2274884875,0,601849934,yes,False,47.175,"LINESTRING (103.9075719 1.4145244, 103.9077164 1.4149233)"
484,2274884875,2274884874,0,601849934,yes,False,47.175,"LINESTRING (103.9077164 1.4149233, 103.9075719 1.4145244)"
485,2274884875,2274884946,0,601849934,yes,False,31.789,"LINESTRING (103.9077164 1.4149233, 103.9077956 1.415198)"
486,2274884876,2274884945,0,173144836,yes,False,18.306,"LINESTRING (103.9014687 1.4150718, 103.90154 1.4152202)"
