,u,v,key,osmid,oneway,lanes,highway,maxspeed,length,geometry,ref,name,bridge,access,tunnel
2147,4598842435,4598842434,0,464812330,True,1,primary_link,50,16.27,"LINESTRING (103.8910241 1.3864989, 103.8908968 1.3865711)",,,,,
2148,4598842436,4598842435,0,464812330,True,1,primary_link,50,10.151,"LINESTRING (103.891084 1.38643, 103.8910241 1.3864989)",,,,,
2149,4598842437,6191064940,0,464812330,True,1,primary_link,50,8.293,"LINESTRING (103.8911215 1.3863241, 103.8910966 1.3863944)",,,,,
2150,4598842438,4598842437,0,464812330,True,1,primary_link,50,16.718,"LINESTRING (103.8911566 1.3861779, 103.8911215 1.3863241)",,,,,
2151,4598842438,369150260,0,476440470,True,4,primary,60,35.95,"LINESTRING (103.8911566 1.3861779, 103.8912592 1.3864845)",,Sengkang East Road,,,
2152,4598855717,5256517415,0,646621221,False,2,residential,50,30.827,"LINESTRING (103.9074334 1.3930878, 103.907235 1.3928941)",,,,,
2153,4598855743,6380590061,0,640186956,False,2,residential,50,22.722,"LINESTRING (103.9004132 1.3885386, 103.900335 1.3883498)",,Compassvale Walk,,,
2154,4598855743,7232298556,0,775198983,False,,residential,50,53.014,"LINESTRING (103.9004132 1.3885386, 103.9005185 1.3890036)",,Compassvale Walk,,,
2155,4598898420,369469545,0,738415701,True,2,tertiary,40,29.108,"LINESTRING (103.9036578 1.3933249, 103.903889 1.393202)",,Rivervale Drive,,,
2156,4598898428,6113139217,0,651981593,True,2,residential,50,31.46,"LINESTRING (103.9035036 1.4006683, 103.9032502 1.4007943)",,Punggol Field,,,
2157,4598903874,2959764635,0,644627265,False,2,residential,50,6.483,"LINESTRING (103.9035778 1.3883968, 103.9036309 1.3883727)",,Rivervale Street,,,
2158,4598903874,377643793,0,645246998,False,2,residential,50,33.491,"LINESTRING (103.9035778 1.3883968, 103.9033036 1.3885216)",,Rivervale Street,,,
2159,4598903880,4598826894,0,627988111,True,2,tertiary,40,29.3,"LINESTRING (103.9037019 1.3865656, 103.9038795 1.3867603)",,Rivervale Drive,,,
2160,4598904390,369165134,0,160443491,True,2,secondary,60,13.199,"LINESTRING (103.9019713 1.3910448, 103.9020891 1.3910299)",,Sengkang East Way,,,
2161,4598904397,242958497,0,22652751,True,2,tertiary,50,18.591,"LINESTRING (103.9032113 1.3934093, 103.9030607 1.393482)",,Rivervale Drive,,,
2162,4602225781,1840905884,0,644432258,False,2,residential,50,13.904,"LINESTRING (103.9158623 1.3923214, 103.915834 1.3924432)",,Tebing Lane,,,
2163,4602225781,1840905879,0,665482688,False,2,residential,50,7.705,"LINESTRING (103.9158623 1.3923214, 103.9158559 1.3922524)",,Tebing Lane,,,
2164,4602346458,4010873524,0,672264813,True,2,residential,50,3.239,"LINESTRING (103.9167516 1.4034895, 103.9167781 1.4034774)",,Edgedale Plains,,,
2165,4602346459,4602346460,0,35091881,True,2,residential,50,5.661,"LINESTRING (103.9168002 1.4034503, 103.9167992 1.4033994)",,Edgedale Plains,,,
2166,4602346460,5218614068,0,35091881,True,2,residential,50,19.543,"LINESTRING (103.9167992 1.4033994, 103.9166952 1.4032577)",,Edgedale Plains,,,
2167,4602346464,2274873545,0,218215377,True,1,residential,50,7.214,"LINESTRING (103.910988 1.3950155, 103.9109232 1.395012)",,,,,
2168,4602346486,5859950852,0,620204251,True,3,primary,50,160.738,"LINESTRING (103.9173711 1.3963991, 103.9182374 1.3975565)",,Punggol East,,,
2169,4602349298,5276732982,0,383281862,True,2,residential,50,71.778,"LINESTRING (103.9170903 1.3990391, 103.9165663 1.3994163)",,Punggol Drive,,,
2170,4602349300,5177326134,0,640010710,True,2,residential,40,80.62,"LINESTRING (103.9084169 1.399929, 103.9079908 1.3993423)",,Edgefield Plains,,,
2171,4602349323,5684534978,0,383281859,True,2,residential,50,293.204,"LINESTRING (103.9139872 1.401286, 103.9118295 1.4028026)",,Punggol Drive,,,
2172,4602349348,7229380328,0,620211407,True,2,residential,50,12.989,"LINESTRING (103.9141983 1.3999769, 103.9142694 1.4000696)",,Edgedale Plains,,,
2173,4602349352,7229380327,0,708833582,True,2,residential,40,32.383,"LINESTRING (103.9141684 1.3997548, 103.9140008 1.3995166)",,Edgedale Plains,,,
2174,4602349356,5680854112,0,534638685,True,3,tertiary,60,46.505,"LINESTRING (103.9155465 1.3963364, 103.9158903 1.3960981)",,Punggol Central,,,
2175,4602349596,5860450292,0,655190964,True,3,tertiary,60,94.103,"LINESTRING (103.9114242 1.3992994, 103.9121032 1.398794)",,Punggol Central,,,
2176,4602349598,2274882620,0,620213240,True,4,residential,40,74.372,"LINESTRING (103.9102508 1.4026825, 103.9106328 1.4032316)",,Edgefield Plains,,,
2177,4602349600,6531956961,0,534634678,True,2,residential,40,76.212,"LINESTRING (103.910291 1.4025697, 103.9098908 1.4020132)",,Edgefield Plains,,,
2178,4602349607,4322943113,0,536982024,True,3,tertiary,60,81.893,"LINESTRING (103.9099745 1.4003442, 103.9105697 1.3999102)",,Punggol Central,,,
2179,4602349612,6660810046,0,708841665,True,2,residential,40,61.427,"LINESTRING (103.9116396 1.3963621, 103.9119597 1.3968124)",,Edgedale Plains,,,
2180,4602349614,5256518632,0,534637123,True,2,residential,50,168.112,"LINESTRING (103.9096382 1.3962145, 103.9084619 1.3971647)",,Punggol Field,,,
2181,4602349629,5218413679,0,173243172,False,2,residential,50,6.062,"LINESTRING (103.9159173 1.3924483, 103.915971 1.3924578)",,Tebing Lane,,,
2182,4602349629,1840905884,0,173243172,False,2,residential,50,9.277,"LINESTRING (103.9159173 1.3924483, 103.915834 1.3924432)",,Tebing Lane,,,
2183,4602349630,3593817000,0,353574245,False,2,residential,50,7.051,"LINESTRING (103.9153604 1.3916691, 103.9154238 1.3916709)",,Punggol Field,,,
2184,4602349630,4602349633,0,353574245,False,2,residential,50,6.932,"LINESTRING (103.9153604 1.3916691, 103.9153013 1.391689)",,Punggol Field,,,
2185,4602349631,3593817000,0,173243146,False,2,residential,50,6.557,"LINESTRING (103.9154794 1.3916906, 103.9154238 1.3916709)",,Tebing Lane,,,
2186,4602349631,4602349632,0,173243146,False,2,residential,50,6.565,"LINESTRING (103.9154794 1.3916906, 103.9155259 1.391727)",,Tebing Lane,,,
2187,4602349632,4602349631,0,173243146,False,2,residential,50,6.565,"LINESTRING (103.9155259 1.391727, 103.9154794 1.3916906)",,Tebing Lane,,,
2188,4602349632,1840905872,0,173243146,False,2,residential,50,35.287,"LINESTRING (103.9155259 1.391727, 103.9157139 1.3919827)",,Tebing Lane,,,
2189,4602349633,4602349630,0,353574245,False,2,residential,50,6.932,"LINESTRING (103.9153013 1.391689, 103.9153604 1.3916691)",,Punggol Field,,,
2190,4602349633,3593817002,0,353574245,False,2,residential,50,28.077,"LINESTRING (103.9153013 1.391689, 103.9151064 1.3918496)",,Punggol Field,,,
2191,4604613559,2696102367,0,263926705,True,2,residential,50,4.896,"LINESTRING (103.913003 1.4064167, 103.9130075 1.4063729)",,Edgefield Plains,,,
2192,4604613560,4604613559,0,263926705,True,2,residential,50,8.227,"LINESTRING (103.9129427 1.4064596, 103.913003 1.4064167)",,Edgefield Plains,,,
2193,4604732758,1748996470,0,476138604,True,3,secondary,60,40.093,"LINESTRING (103.9006863 1.4123058, 103.9005252 1.4119832)",,Punggol Way,,,
2194,4604732759,2274884798,0,166522985,True,3,secondary,60,88.624,"LINESTRING (103.8984601 1.4080929, 103.8981184 1.4073728)",,Punggol Way,,,
2195,4604732760,4604732761,0,645327363,False,,residential,50,3.062,"LINESTRING (103.9040376 1.4152653, 103.9040598 1.4152816)",,Punggol Seventeenth Avenue,,,
2196,4604732760,2398078767,0,645327363,False,,residential,50,43.142,"LINESTRING (103.9040376 1.4152653, 103.9037679 1.4149863)",,Punggol Seventeenth Avenue,,,
2197,4604732761,5684007129,0,596754348,False,,residential,50,43.292,"LINESTRING (103.9040598 1.4152816, 103.9038259 1.4155929)",,,,,
2198,4604732761,368931961,0,645327358,False,,residential,50,3.783,"LINESTRING (103.9040598 1.4152816, 103.9040937 1.4152846)",,Punggol Seventeenth Avenue,,,
2199,4604732761,4604732760,0,645327363,False,,residential,50,3.062,"LINESTRING (103.9040598 1.4152816, 103.9040376 1.4152653)",,Punggol Seventeenth Avenue,,,
2200,4604732762,7085655549,0,758653633,True,,residential,50,23.337,"LINESTRING (103.903976 1.4187351, 103.9041797 1.4187859)",,Northshore Drive,,,
2201,4604732763,6532012966,0,582303327,True,4,secondary,50,32.049,"LINESTRING (103.9038571 1.4172539, 103.90411 1.4173923)",,Punggol Way,,,
2202,4604732765,5860208688,0,620236890,True,2,secondary,50,53.116,"LINESTRING (103.8997591 1.4134541, 103.9001593 1.4131931)",,Seletar North Link,,,
2203,4604732766,6143041968,0,655688861,True,2,secondary,50,53.794,"LINESTRING (103.8995497 1.4134667, 103.8991186 1.4136865)",,Seletar North Link,,,
2204,4604732767,4604778171,0,620238003,True,3,secondary,50,13.263,"LINESTRING (103.9012273 1.4143132, 103.9012643 1.4144266)",,Punggol Way,,,
2205,4604732771,3089255525,0,646368962,True,3,secondary,50,412.028,"LINESTRING (103.8885638 1.4221519, 103.8917647 1.4202835)",,Seletar North Link,,,
2206,4604732777,3089269533,0,534642323,True,3,secondary,50,48.38,"LINESTRING (103.8919929 1.4198879, 103.8916672 1.4201765)",,Seletar North Link,,,
2207,4604732778,1736652638,0,655639986,True,4,secondary,50,37.439,"LINESTRING (103.892131 1.419942, 103.8923522 1.4196881)",,Seletar North Link,,,
2208,4604732780,2383954098,0,655137025,True,3,secondary,60,20.674,"LINESTRING (103.893062 1.4152843, 103.8931251 1.4154592)",,Seletar Link,,,
2209,4604732781,3089269530,0,646663873,True,3,secondary,50,12.311,"LINESTRING (103.8936157 1.4165333, 103.893537 1.4166112)",,Seletar North Link,,,
2210,4604732782,4604732781,0,465515640,True,1,secondary_link,50,13.811,"LINESTRING (103.8936433 1.4164122, 103.8936157 1.4165333)",,,,,
2211,4604732783,4604732782,0,465515640,True,1,secondary_link,50,9.808,"LINESTRING (103.8936493 1.4163242, 103.8936433 1.4164122)",,,,,
2212,4604732784,4604732783,0,465515640,True,1,secondary_link,50,10.747,"LINESTRING (103.893639 1.4162281, 103.8936493 1.4163242)",,,,,
2213,4604732785,4604732784,0,465515640,True,1,secondary_link,50,13.428,"LINESTRING (103.8936311 1.4161076, 103.893639 1.4162281)",,,,,
2214,4604732785,2383954092,0,655138219,True,4,secondary,60,10.63,"LINESTRING (103.8936311 1.4161076, 103.8937065 1.4161664)",,Seletar Link,,,
2215,4604732786,2383954074,0,539317436,True,3,secondary,60,19.846,"LINESTRING (103.8934208 1.4156851, 103.8933197 1.415538)",,Seletar Link,,,
2216,4604732788,3089297467,0,304396697,True,2,secondary_link,50,15.539,"LINESTRING (103.8940481 1.4165739, 103.8941877 1.4165666)",,,,,
2217,4604778167,1736652601,0,534629584,True,2,secondary,50,15.982,"LINESTRING (103.9008184 1.4129217, 103.9009553 1.4128778)",,Seletar North Link,,,
2218,4604778167,5218788690,0,534629589,True,3,secondary,50,40.046,"LINESTRING (103.9008184 1.4129217, 103.9009328 1.4132632)",,Punggol Way,,,
2219,4604778171,5218798713,0,718284956,True,4,secondary,50,32.806,"LINESTRING (103.9012643 1.4144266, 103.9013536 1.4147078)",,Punggol Way,,,
2220,4604778172,1779685883,0,620238002,True,3,secondary,50,52.117,"LINESTRING (103.9013852 1.4148064, 103.9015437 1.4152475)",,Punggol Way,,,
2221,4604820865,5218798706,0,539307767,False,,residential,50,105.877,"LINESTRING (103.8992599 1.4165532, 103.900057 1.416032)",,Northshore Walk,,,
2222,4604820866,4003661589,0,534665409,True,2,residential,50,91.171,"LINESTRING (103.8979708 1.411188, 103.8975426 1.4104887)",,Sumang Walk,,,
2223,4604820867,4604820866,0,465523915,True,1,residential,50,13.956,"LINESTRING (103.8980748 1.4112583, 103.8979708 1.411188)",,,,,
2224,4604820868,4604820867,0,465523915,True,1,residential,50,8.339,"LINESTRING (103.8981405 1.4112945, 103.8980748 1.4112583)",,,,,
2225,4604820869,4604820868,0,465523915,True,1,residential,50,9.123,"LINESTRING (103.8982223 1.4113012, 103.8981405 1.4112945)",,,,,
2226,4604820870,4604820869,0,465523915,True,1,residential,50,16.229,"LINESTRING (103.8983677 1.411288, 103.8982223 1.4113012)",,,,,
2227,4604820870,3905778920,0,582303263,True,2,residential,50,32.126,"LINESTRING (103.8983677 1.411288, 103.8981028 1.4114035)",,Sumang Link,,,
2228,4604820871,5860120430,0,534630673,True,2,residential,50,82.717,"LINESTRING (103.8983863 1.4114133, 103.8990569 1.4110909)",,Sumang Link,,,
2229,4604820872,4604820871,0,465523916,True,1,residential,50,10.033,"LINESTRING (103.8983296 1.4114835, 103.8983863 1.4114133)",,,,,
2230,4604820873,4604820872,0,465523916,True,1,residential,50,8.068,"LINESTRING (103.8982988 1.4115492, 103.8983296 1.4114835)",,,,,
2231,4604820874,4604820873,0,465523916,True,1,residential,50,8.317,"LINESTRING (103.89828 1.4116216, 103.8982988 1.4115492)",,,,,
2232,4604820875,4604820874,0,465523916,True,1,residential,50,16.897,"LINESTRING (103.8982843 1.4117735, 103.89828 1.4116216)",,,,,
2233,4604820875,3905778919,0,582303261,True,2,residential,50,32.603,"LINESTRING (103.8982843 1.4117735, 103.8981571 1.4115093)",,Sumang Walk,,,
2234,4604820883,2274884847,0,218215374,True,1,residential,,8.211,"LINESTRING (103.9020042 1.40914, 103.9019801 1.4092098)",,Punggol Walk,,,
2235,4604820884,2274884854,0,218215371,True,1,residential,50,9.034,"LINESTRING (103.9020981 1.4094591, 103.9021761 1.4094819)",,,,,
2236,4604820887,1167567994,0,465523920,True,1,secondary_link,50,20.137,"LINESTRING (103.9000878 1.4106777, 103.9001992 1.4105349)",,,,,
2237,4604820888,6192558603,0,465523920,True,1,secondary_link,50,5.834,"LINESTRING (103.9000529 1.410777, 103.9000703 1.4107275)",,,,,
2238,4604821889,4604820888,0,465523920,True,1,secondary_link,50,13.194,"LINESTRING (103.9000395 1.4108949, 103.9000529 1.410777)",,,,,
2239,4604821890,4604821889,0,465523920,True,1,secondary_link,50,18.908,"LINESTRING (103.9000583 1.4110639, 103.9000395 1.4108949)",,,,,
2240,4604821890,1748996467,0,476138607,True,4,secondary,60,43.482,"LINESTRING (103.9000583 1.4110639, 103.8998795 1.4107161)",,Punggol Way,,,
2241,4604821891,4005059032,0,476138608,True,3,secondary,60,87.944,"LINESTRING (103.8996931 1.4103577, 103.8993367 1.4096516)",,Punggol Way,,,
2242,4604821892,4604821891,0,465523921,True,1,secondary_link,50,13.333,"LINESTRING (103.8997954 1.4104203, 103.8996931 1.4103577)",,,,,
2243,4604821893,4604821892,0,465523921,True,1,secondary_link,50,9.621,"LINESTRING (103.8998746 1.4104552, 103.8997954 1.4104203)",,,,,
2244,4604821894,4604821893,0,465523921,True,1,secondary_link,50,10.793,"LINESTRING (103.8999711 1.4104659, 103.8998746 1.4104552)",,,,,
2245,4604821896,5860208690,0,534630361,True,3,secondary,60,79.566,"LINESTRING (103.8998682 1.4111178, 103.9002076 1.4117478)",,Punggol Way,,,
2246,4604821897,4604821896,0,465523922,True,1,secondary_link,50,13.758,"LINESTRING (103.8997718 1.4110402, 103.8998682 1.4111178)",,,,,
2247,4604821898,4604821897,0,465523922,True,1,secondary_link,50,12.014,"LINESTRING (103.899686 1.4109745, 103.8997718 1.4110402)",,,,,
2248,4604821899,6192558282,0,465523922,True,1,secondary_link,50,7.461,"LINESTRING (103.8995894 1.4109625, 103.899656 1.4109708)",,,,,
2249,4604821900,4604821899,0,465523922,True,1,secondary_link,50,21.322,"LINESTRING (103.8993976 1.4109642, 103.8995894 1.4109625)",,,,,
2250,4604821900,1167567993,0,582303292,True,3,residential,50,37.307,"LINESTRING (103.8993976 1.4109642, 103.8996971 1.4108128)",,Sumang Link,,,
2251,4604821901,6769818893,0,387265171,True,2,residential,50,52.143,"LINESTRING (103.8993986 1.4108386, 103.8989671 1.4110225)",,Sumang Link,,,
2252,4604821902,4604821901,0,465523923,True,1,secondary_link,50,5.614,"LINESTRING (103.8994298 1.4107989, 103.8993986 1.4108386)",,,,,
2253,4604821903,4604821902,0,465523923,True,1,secondary_link,50,6.625,"LINESTRING (103.8994647 1.4107506, 103.8994298 1.4107989)",,,,,
2254,4604821904,4604821903,0,465523923,True,1,secondary_link,50,6.765,"LINESTRING (103.8994821 1.4106923, 103.8994647 1.4107506)",,,,,
2255,4604821905,4604821904,0,465523923,True,1,secondary_link,50,8.702,"LINESTRING (103.8994955 1.4106152, 103.8994821 1.4106923)",,,,,
2256,4604821906,4604821905,0,465523923,True,1,secondary_link,50,7.753,"LINESTRING (103.8994935 1.4105455, 103.8994955 1.4106152)",,,,,
2257,4604821907,1167568001,0,166522987,True,4,secondary,60,38.07,"LINESTRING (103.8994801 1.4104325, 103.8996556 1.4107265)",,Punggol Way,,,
2258,4604821907,4604821906,0,465523923,True,1,secondary_link,50,12.653,"LINESTRING (103.8994801 1.4104325, 103.8994935 1.4105455)",,,,,
2259,4604821910,3035715033,0,32760051,False,2,residential,50,11.056,"LINESTRING (103.9084833 1.4194917, 103.9085433 1.419571)",,Ponggol Twenty-Fourth Avenue,,,
2260,4604821910,368937036,0,32760051,False,2,residential,50,10.746,"LINESTRING (103.9084833 1.4194917, 103.9084402 1.4194052)",,Ponggol Twenty-Fourth Avenue,,,
2261,4604821911,368937036,0,32760051,False,2,residential,50,13.746,"LINESTRING (103.9084024 1.4192875, 103.9084402 1.4194052)",,Ponggol Twenty-Fourth Avenue,,,
2262,4604821911,3782207684,0,32760051,False,2,residential,50,27.334,"LINESTRING (103.9084024 1.4192875, 103.908356 1.4190461)",,Ponggol Twenty-Fourth Avenue,,,
2263,4691133032,4076188206,0,475356373,True,4,primary,70,27.496,"LINESTRING (103.913577 1.3907631, 103.9134175 1.3905741)",,Punggol East,,,
2264,4691133033,5256549571,0,626082262,True,3,primary,70,48.727,"LINESTRING (103.9086732 1.3870533, 103.9082882 1.3868438)",,Sengkang East Drive,,,
2265,4691133034,2120309541,0,475356376,True,3,primary,70,24.371,"LINESTRING (103.9086118 1.3871852, 103.9088074 1.3872842)",,Sengkang East Drive,,,
2266,4691133035,395048611,0,475356377,True,3,primary,70,164.387,"LINESTRING (103.9090542 1.3874214, 103.9103437 1.3881451)",,Sengkang East Drive,,,
2267,4696005415,6725397415,0,475921344,True,4,primary,70,15.869,"LINESTRING (103.9140451 1.3916432, 103.9141242 1.391762)",,Punggol East,,,
2268,4696207705,1840905904,0,475941379,True,3,primary,60,15.115,"LINESTRING (103.9153166 1.3932389, 103.9152363 1.3931292)",,Punggol East,,,
2269,4697829884,5742340349,0,444899256,True,2,secondary,50,89.999,"LINESTRING (103.9088008 1.4164095, 103.9096091 1.4163632)",,Punggol Way,,,
2270,4697829885,368935428,0,535773831,True,3,secondary,50,20.656,"LINESTRING (103.9050634 1.4175542, 103.9052461 1.4175203)",,Punggol Way,,,
2271,4697829887,4697829888,0,476138599,True,2,secondary,50,13.598,"LINESTRING (103.9070845 1.4165749, 103.9069687 1.4166143)",,Punggol Way,,,
2272,4697829888,4697831189,0,476138599,True,2,secondary,50,17.078,"LINESTRING (103.9069687 1.4166143, 103.9068269 1.4166734)",,Punggol Way,,,
2273,4697831189,4697831191,0,476138599,True,2,secondary,50,83.379,"LINESTRING (103.9068269 1.4166734, 103.9061568 1.4170103)",,Punggol Way,,,
2274,4697831191,5965665957,0,638258031,True,3,secondary,50,3.546,"LINESTRING (103.9061568 1.4170103, 103.9061279 1.4170238)",,Punggol Way,,,
2275,4697831192,4697831193,0,476138600,True,3,secondary,50,37.364,"LINESTRING (103.9055624 1.4172889, 103.9052376 1.4173754)",,Punggol Way,,,
2276,4697831193,4697831194,0,620243236,True,3,secondary,50,16.947,"LINESTRING (103.9052376 1.4173754, 103.9050878 1.4174037)",,Punggol Way,,,
2277,4697831194,4697831195,0,620243236,True,3,secondary,50,22.502,"LINESTRING (103.9050878 1.4174037, 103.9048856 1.4174133)",,Punggol Way,,,
2278,4697831195,4697831196,0,476138601,True,5,secondary,50,15.047,"LINESTRING (103.9048856 1.4174133, 103.9047509 1.4173999)",,Punggol Way,,,
2279,4697831196,4697831197,0,476138601,True,5,secondary,50,15.844,"LINESTRING (103.9047509 1.4173999, 103.9046095 1.417382)",,Punggol Way,,,
2280,4697831197,6532012965,0,535773824,True,4,secondary,50,34.007,"LINESTRING (103.9046095 1.417382, 103.9043138 1.4173036)",,Punggol Way,,,
2281,4697831197,5218808007,0,539309567,True,1,secondary_link,50,8.9,"LINESTRING (103.9046095 1.417382, 103.9045534 1.4173249)",,,,,
2282,4697831198,5218808008,0,539309563,True,,secondary,50,7.573,"LINESTRING (103.9042735 1.4172897, 103.904211 1.4172626)",,Punggol Way,,,
2283,4697831198,5218808002,0,539309569,True,,residential,50,34.358,"LINESTRING (103.9042735 1.4172897, 103.9044218 1.4170186)",,Punggol Seventeenth Avenue,,,
2284,4697831199,4697831200,0,476138602,True,3,secondary,50,62.67,"LINESTRING (103.9039082 1.4171205, 103.9034227 1.416834)",,Punggol Way,,,
2285,4697831200,5218808012,0,476138602,True,3,secondary,50,58.758,"LINESTRING (103.9034227 1.416834, 103.9029743 1.4165542)",,Punggol Way,,,
2286,4697831201,4697831202,0,476138602,True,3,secondary,50,43.117,"LINESTRING (103.9026501 1.4163052, 103.9023648 1.4160425)",,Punggol Way,,,
2287,4697831202,4697831203,0,476138602,True,3,secondary,50,100.539,"LINESTRING (103.9023648 1.4160425, 103.9017888 1.4153454)",,Punggol Way,,,
2288,4697831203,4697831204,0,476138602,True,3,secondary,50,41.985,"LINESTRING (103.9017888 1.4153454, 103.9015991 1.4150189)",,Punggol Way,,,
2289,4697831204,4697831207,0,476138602,True,3,secondary,50,171.96,"LINESTRING (103.9015991 1.4150189, 103.9011571 1.4135369)",,Punggol Way,,,
2290,4697831205,1748996477,0,304395382,True,2,secondary,50,16.69,"LINESTRING (103.9009213 1.4127912, 103.9007798 1.4128414)",,Seletar North Link,,,
2291,4697831205,1748996472,0,476138604,True,3,secondary,60,27.065,"LINESTRING (103.9009213 1.4127912, 103.9008195 1.4125701)",,Punggol Way,,,
2292,4697831206,4697829887,0,476138599,True,2,secondary,50,11.928,"LINESTRING (103.9071899 1.4165548, 103.9070845 1.4165749)",,Punggol Way,,,
2293,4697831207,1736652601,0,476138603,True,4,secondary,50,76.645,"LINESTRING (103.9011571 1.4135369, 103.9009553 1.4128778)",,Punggol Way,,,
2294,4697831208,4604821890,0,476138605,True,4,secondary,60,39.023,"LINESTRING (103.9002198 1.4113755, 103.9000583 1.4110639)",,Punggol Way,,,
2295,4697831209,2274884856,0,476138609,True,3,residential,50,34.562,"LINESTRING (103.9016329 1.4096392, 103.901895 1.409472)",,Sumang Link,,,
2296,4697834862,2274884721,0,476139920,True,4,residential,50,46.165,"LINESTRING (103.9070105 1.4064757, 103.9073543 1.4062428)",,Punggol Drive,,,
2297,4697836394,1748996436,0,32759106,True,2,residential,50,16.347,"LINESTRING (103.9059131 1.4091577, 103.9058695 1.4092981)",,Sentul Crescent,,,
2298,4697836395,2274884823,0,476139395,True,3,residential,50,52.826,"LINESTRING (103.9058118 1.4080785, 103.9056165 1.4076454)",,Sentul Crescent,,,
2299,4697836396,2274884799,0,218215387,True,1,residential,50,6.087,"LINESTRING (103.905643 1.4073474, 103.9056719 1.4073009)",,Sentul Crescent,,,
2300,4697926041,3865151267,0,476145597,True,4,residential,50,36.526,"LINESTRING (103.9104575 1.4040353, 103.9107273 1.4038478)",,Punggol Drive,,,
2301,4697926042,6094437075,0,476145600,True,,residential,50,34.285,"LINESTRING (103.9138931 1.4015707, 103.9141417 1.4013882)",,Punggol Drive,,,
2302,4697926043,5218598508,0,476145604,True,2,primary,50,15.457,"LINESTRING (103.9199127 1.3999328, 103.9199941 1.4000455)",,Punggol East,,,
2303,4697926045,5859950851,0,476145607,True,4,primary,50,17.4,"LINESTRING (103.9191588 1.3986124, 103.9190689 1.3984843)",,Punggol East,,,
2304,4697926046,5218422734,0,476145610,True,4,primary,50,18.723,"LINESTRING (103.9171832 1.3958172, 103.917078 1.3956857)",,Punggol East,,,
2305,4697941866,2274875480,0,476147257,True,5,tertiary,60,43.378,"LINESTRING (103.9135175 1.3976194, 103.9131969 1.3978418)",,Punggol Central,,,
2306,4697941867,2274879125,0,476147260,True,3,tertiary,60,64.478,"LINESTRING (103.9110447 1.3993851, 103.9105688 1.3997166)",,Punggol Central,,,
2307,4697941868,4602349596,0,476147261,True,3,tertiary,60,59.224,"LINESTRING (103.9109904 1.3996086, 103.9114242 1.3992994)",,Punggol Central,,,
2308,4697941869,4697941870,0,476147263,True,4,tertiary,60,58.915,"LINESTRING (103.9102403 1.3999723, 103.9098166 1.4002906)",,Punggol Central,,,
2309,4697941870,4697941871,0,476147264,True,,tertiary_link,50,6.595,"LINESTRING (103.9098166 1.4002906, 103.9097912 1.4003442)",,,,,
2310,4697941870,6094464519,0,476147265,True,4,tertiary,60,16.098,"LINESTRING (103.9098166 1.4002906, 103.9096959 1.4003706)",,Punggol Central,,,
2311,4697941871,4697941872,0,476147264,True,,tertiary_link,50,6.787,"LINESTRING (103.9097912 1.4003442, 103.9097993 1.4004047)",,,,,
2312,4697941872,4697941873,0,476147264,True,,tertiary_link,50,6.193,"LINESTRING (103.9097993 1.4004047, 103.9098412 1.4004414)",,,,,
2313,4697941873,4602349607,0,536982024,True,3,tertiary,60,18.341,"LINESTRING (103.9098412 1.4004414, 103.9099745 1.4003442)",,Punggol Central,,,
2314,4697941876,5177330385,0,476147268,True,3,tertiary,60,49.605,"LINESTRING (103.9076905 1.4018223, 103.907324 1.4020768)",,Punggol Central,,,
2315,4697941877,4697941876,0,476147269,True,3,tertiary,60,71.601,"LINESTRING (103.9082113 1.4014434, 103.9076905 1.4018223)",,Punggol Central,,,
2316,4697941878,6661233981,0,476147270,True,3,tertiary,60,82.727,"LINESTRING (103.9077716 1.40193, 103.9083671 1.4014838)",,Punggol Central,,,
2317,4697941879,2274881282,0,476147271,True,5,tertiary,60,35.484,"LINESTRING (103.9085667 1.4013343, 103.9088331 1.4011585)",,Punggol Central,,,
2318,4697941880,4697941881,0,476147272,True,4,tertiary,60,40.821,"LINESTRING (103.9072901 1.4021003, 103.9069848 1.4023043)",,Punggol Central,,,
2319,4697941881,2274881915,0,476147274,True,6,tertiary,60,40.161,"LINESTRING (103.9069848 1.4023043, 103.9066905 1.4025138)",,Punggol Central,,,
2320,4697957120,4697957124,0,476148399,True,4,secondary,60,22.952,"LINESTRING (103.9055098 1.4007703, 103.9054296 1.4005801)",,Punggol Road,,,
2321,4697957121,4697957120,0,476148400,True,3,secondary,60,54.741,"LINESTRING (103.9056944 1.4012267, 103.9055098 1.4007703)",,Punggol Road,,,
2322,4697957122,5177257753,0,476148401,True,3,secondary,60,58.197,"LINESTRING (103.9055736 1.4012946, 103.9057738 1.4017782)",,Punggol Road,,,
2323,4697957123,4697957122,0,476148402,True,3,secondary,60,37.126,"LINESTRING (103.9054493 1.4009847, 103.9055736 1.4012946)",,Punggol Road,,,
2324,4697957124,6094584728,0,476148403,True,5,secondary,60,13.761,"LINESTRING (103.9054296 1.4005801, 103.9053789 1.4004672)",,Punggol Road,,,
2325,4697957125,7284008893,0,708890745,True,2,residential,50,9.306,"LINESTRING (103.9059382 1.3995079, 103.9060057 1.3994584)",,Punggol Field,,,
2326,4697957126,7284008889,0,476148406,True,2,residential,50,18.128,"LINESTRING (103.9063653 1.3991216, 103.9064941 1.3990216)",,Punggol Field,,,
2327,4697957127,4697957125,0,476148405,True,2,residential,50,26.247,"LINESTRING (103.905743 1.3996407, 103.9059382 1.3995079)",,Punggol Field,,,
