,u,v,key,osmid,oneway,lanes,highway,maxspeed,length,geometry,ref,name,bridge,access,tunnel
583,411679973,411679959,0,190451326,True,2,residential,50,19.31,"LINESTRING (103.8968612 1.4032637, 103.8966903 1.4032948)",,Punggol Field,,,
584,411679973,4598834586,0,582412290,True,3,secondary,60,27.989,"LINESTRING (103.8968612 1.4032637, 103.8968148 1.4030163)",,Punggol Way,,,
585,411679974,4698074738,0,476148411,True,2,residential,50,30.042,"LINESTRING (103.9072954 1.3983383, 103.9075169 1.3981835)",,Punggol Field,,,
586,411679974,368921589,0,534993644,True,3,residential,50,19.518,"LINESTRING (103.9072954 1.3983383, 103.9072047 1.398188)",,Edgefield Plains,,,
587,411679976,368920397,0,534637117,True,,residential,40,17.93,"LINESTRING (103.9108511 1.3952544, 103.9109561 1.3953768)",,Edgedale Plains,,,
588,411679976,2274873883,0,635679590,True,2,residential,50,32.532,"LINESTRING (103.9108511 1.3952544, 103.910618 1.3954313)",,Punggol Field,,,
589,411679980,368897966,0,534638687,True,4,tertiary,60,12.426,"LINESTRING (103.9129379 1.3980309, 103.9128445 1.3980923)",,Punggol Central,,,
590,411679980,2274875553,0,635681114,True,2,residential,40,34.317,"LINESTRING (103.9129379 1.3980309, 103.9127614 1.3977777)",,Edgedale Plains,,,
591,411679981,411102677,0,74953813,True,3,residential,50,13.259,"LINESTRING (103.9037633 1.4043804, 103.9038275 1.4044809)",,Punggol Place,,,
592,411679981,4427352394,0,445282965,True,3,tertiary,60,30.22,"LINESTRING (103.9037633 1.4043804, 103.9035255 1.4045121)",,Punggol Central,,,
593,411679982,368900542,0,534635085,True,,residential,50,11.405,"LINESTRING (103.9148335 1.4006718, 103.9147505 1.4007321)",,Punggol Drive,,,
594,411679982,2274880184,0,635681690,True,2,residential,50,30.346,"LINESTRING (103.9148335 1.4006718, 103.9146847 1.400443)",,Edgedale Plains,,,
595,411679983,368901452,0,500372306,True,3,residential,50,13.828,"LINESTRING (103.9077311 1.4057705, 103.9076287 1.4058411)",,Punggol Drive,,,
596,411679983,2274884297,0,582412250,True,3,secondary,60,39.64,"LINESTRING (103.9077311 1.4057705, 103.9075586 1.4054585)",,Punggol Road,,,
597,411679984,368901446,0,197540845,True,3,residential,50,9.977,"LINESTRING (103.905411 1.4071957, 103.9053287 1.4072315)",,Punggol Drive,,,
598,411679984,4463906452,0,445716725,True,2,residential,40,38.312,"LINESTRING (103.905411 1.4071957, 103.9052635 1.4068843)",,Punggol Place,,,
599,411679985,4698074728,0,175052982,True,2,residential,50,37.959,"LINESTRING (103.9071445 1.3982345, 103.9068999 1.3984727)",,Punggol Field,,,
600,411679985,411679986,0,512918168,True,,residential,50,20.565,"LINESTRING (103.9071445 1.3982345, 103.9072434 1.3983908)",,Edgefield Plains,,,
601,411679986,4697957134,0,75138964,True,2,residential,50,27.539,"LINESTRING (103.9072434 1.3983908, 103.9074042 1.3985792)",,Edgefield Plains,,,
602,411679986,411679974,0,75138969,True,3,residential,50,8.215,"LINESTRING (103.9072434 1.3983908, 103.9072954 1.3983383)",,Punggol Field,,,
603,411679987,5282885299,0,476165173,True,3,secondary,60,23.012,"LINESTRING (103.9071795 1.4047394, 103.9070945 1.4045507)",,Punggol Road,,,
604,411679988,411679989,0,174886182,True,,secondary,60,20.045,"LINESTRING (103.9051577 1.3999848, 103.9050898 1.3998178)",,Punggol Road,,,
605,411679988,4427352175,0,582412282,True,2,residential,50,32.304,"LINESTRING (103.9051577 1.3999848, 103.9054033 1.3998295)",,Punggol Field,,,
606,411679989,368902719,0,74477399,True,,residential,50,18.129,"LINESTRING (103.9050898 1.3998178, 103.9049553 1.39991)",,Punggol Field,,,
607,411679989,4427352168,0,445282972,True,3,secondary,60,32.168,"LINESTRING (103.9050898 1.3998178, 103.9049717 1.3995537)",,Punggol Road,,,
608,411679990,411679988,0,74477400,True,,residential,50,17.594,"LINESTRING (103.9050242 1.4000698, 103.9051577 1.3999848)",,Punggol Field,,,
609,411679990,4427352184,0,582412283,True,3,secondary,60,44.563,"LINESTRING (103.9050242 1.4000698, 103.9051848 1.400437)",,Punggol Road,,,
610,411683825,411679976,0,534637120,True,,residential,50,12.038,"LINESTRING (103.9109343 1.3951851, 103.9108511 1.3952544)",,Punggol Field,,,
611,411683825,2274873521,0,641080748,True,2,residential,40,27.918,"LINESTRING (103.9109343 1.3951851, 103.9107893 1.3949801)",,Edgedale Plains,,,
612,411683826,2274873612,0,476149337,True,2,residential,50,29.861,"LINESTRING (103.9110416 1.3953097, 103.9112474 1.3951371)",,Punggol Field,,,
613,411683826,411683825,0,534637112,True,,residential,40,18.282,"LINESTRING (103.9110416 1.3953097, 103.9109343 1.3951851)",,Edgedale Plains,,,
614,411684132,411684210,0,174765791,True,3,residential,50,10.627,"LINESTRING (103.9020482 1.4013861, 103.9019601 1.4014232)",,Punggol Field,,,
615,411684132,4598672198,0,582412265,True,2,residential,40,29.909,"LINESTRING (103.9020482 1.4013861, 103.9019164 1.4011516)",,Punggol Place,,,
616,411684133,411684132,0,74953807,True,3,residential,50,15.744,"LINESTRING (103.902118 1.4015093, 103.9020482 1.4013861)",,Punggol Place,,,
617,411684133,4598672203,0,582412269,True,2,residential,50,29.004,"LINESTRING (103.902118 1.4015093, 103.9023476 1.4013854)",,Punggol Field,,,
618,411684210,411684211,0,74953804,True,2,residential,50,16.905,"LINESTRING (103.9019601 1.4014232, 103.9020308 1.4015578)",,Punggol Place,,,
619,411684210,4598672193,0,582412267,True,2,residential,50,27.055,"LINESTRING (103.9019601 1.4014232, 103.9017357 1.4015174)",,Punggol Field,,,
620,411684211,411684133,0,174765790,True,3,residential,50,11.093,"LINESTRING (103.9020308 1.4015578, 103.902118 1.4015093)",,Punggol Field,,,
621,411684211,4598671888,0,582412271,True,2,residential,50,34.618,"LINESTRING (103.9020308 1.4015578, 103.9021965 1.4018214)",,Punggol Place,,,
622,411685204,368921578,0,534632378,True,2,residential,50,16.036,"LINESTRING (103.8993799 1.4025052, 103.8994279 1.4026412)",,Punggol Walk,,,
623,411685204,4598671878,0,582412273,True,2,residential,40,34.201,"LINESTRING (103.8993799 1.4025052, 103.8990886 1.4026042)",,Punggol Field,,,
624,411686460,5218493092,0,652256616,True,2,residential,50,48.323,"LINESTRING (103.917923 1.3984592, 103.9175663 1.3987076)",,Punggol Drive,,,
625,411687474,6572434316,0,699886518,False,1,residential,50,5.701,"LINESTRING (103.9061907 1.3968816, 103.9062278 1.396917)",,Edgefield Plains,,,
626,411687475,1857011391,0,35092359,True,1,residential,50,4.913,"LINESTRING (103.9062823 1.3966966, 103.9062487 1.3966679)",,Edgefield Plains,,,
627,411687476,1857011390,0,35092359,True,1,residential,50,6.064,"LINESTRING (103.9061957 1.3966546, 103.9061428 1.3966679)",,Edgefield Plains,,,
628,411687477,1857011392,0,35092359,True,1,residential,50,4.112,"LINESTRING (103.9061025 1.3967047, 103.9060875 1.3967385)",,Edgefield Plains,,,
629,411687478,1857011394,0,35092359,True,1,residential,50,5.36,"LINESTRING (103.9060843 1.3967752, 103.9060984 1.3968213)",,Edgefield Plains,,,
630,411687479,6572434317,0,35092359,True,1,residential,50,4.563,"LINESTRING (103.9061225 1.3968411, 103.9061574 1.3968627)",,Edgefield Plains,,,
631,411687732,368918178,0,35091916,True,1,residential,40,8.608,"LINESTRING (103.9023824 1.3989958, 103.9023587 1.3990695)",,Punggol Place,,,
632,411687733,368918172,0,35091916,True,1,residential,40,13.344,"LINESTRING (103.9023451 1.3991535, 103.9023044 1.3992664)",,Punggol Place,,,
633,482728294,4598842429,0,476705427,True,5,primary,60,58.914,"LINESTRING (103.8917311 1.3874348, 103.8915616 1.3869328)",,Sengkang East Road,,,
634,482728295,6138605069,0,655148387,True,2,tertiary,50,27.841,"LINESTRING (103.8934381 1.3890772, 103.8932016 1.3891596)",,Compassvale Drive,,,
635,565499219,6722891777,0,715306585,False,2,unclassified,50,144.524,"LINESTRING (103.926583 1.3909388, 103.9275956 1.3901236)",,Pasir Ris Farmway 3,,,
636,565499219,6662812538,0,715306586,False,2,unclassified,50,34.822,"LINESTRING (103.926583 1.3909388, 103.9263408 1.3911374)",,Pasir Ris Farmway 3,,,
637,1166755149,4727943325,0,479744509,True,4,motorway,90,14.267,"LINESTRING (103.907078 1.3940278, 103.9069809 1.3941117)",TPE,Tampines Expressway,,,
638,1166755156,1166755176,0,74549053,True,3,motorway,90,129.773,"LINESTRING (103.9055907 1.3953896, 103.9046574 1.3960907)",TPE,Tampines Expressway,,,
639,1166755160,5864610046,0,32776625,True,2,motorway_link,50,23.815,"LINESTRING (103.9053972 1.3953875, 103.9052086 1.3954891)",,,,,
640,1166755166,1166755173,0,173767984,True,4,motorway_link,50,22.592,"LINESTRING (103.9059416 1.3953595, 103.9060462 1.3951853)",,,,,
641,1166755173,1781721744,0,617971429,True,6,motorway,90,58.908,"LINESTRING (103.9060462 1.3951853, 103.9064441 1.3948354)",TPE,Tampines Expressway,,,
642,1166755175,6113518740,0,175015668,True,3,motorway,90,104.754,"LINESTRING (103.9047401 1.396227, 103.9054808 1.3956446)",TPE,Tampines Expressway,,,
643,1166755176,5864610049,0,74549053,True,3,motorway,90,97.884,"LINESTRING (103.9046574 1.3960907, 103.9039358 1.3965952)",TPE,Tampines Expressway,,,
644,1166755184,135079149,0,620749724,True,4,motorway,90,87.68,"LINESTRING (103.9032182 1.3970147, 103.9025279 1.3973962)",TPE,Tampines Expressway,,,
645,1166755186,135079061,0,175015670,True,3,motorway,90,99.891,"LINESTRING (103.9009105 1.3982539, 103.9000826 1.3986032)",TPE,Tampines Expressway,,,
646,1166755211,135079247,0,74981358,True,3,motorway,90,31.61,"LINESTRING (103.8948464 1.400061, 103.8945651 1.4001026)",TPE,Tampines Expressway,,,
647,1167537187,6737780770,0,620745573,True,5,secondary,60,21.897,"LINESTRING (103.8964918 1.4012468, 103.8964498 1.4010544)",,Punggol Way,,,
648,1167544109,1167544111,0,101124100,True,1,tertiary_link,50,11.137,"LINESTRING (103.9006034 1.4062542, 103.9007027 1.4062675)",,,,,
649,1167544109,373096660,0,476389382,True,4,tertiary,60,28.25,"LINESTRING (103.9006034 1.4062542, 103.900832 1.4061432)",,Punggol Central,,,
650,1167544111,1167544112,0,101124100,True,1,tertiary_link,50,11.267,"LINESTRING (103.9007027 1.4062675, 103.9007976 1.4063031)",,,,,
651,1167544112,1167544114,0,101124100,True,1,tertiary_link,50,10.46,"LINESTRING (103.9007976 1.4063031, 103.9008773 1.4063531)",,,,,
652,1167544114,1167544116,0,101124100,True,1,tertiary_link,50,10.328,"LINESTRING (103.9008773 1.4063531, 103.9009379 1.4064235)",,,,,
653,1167544116,1167544132,0,476395121,True,2,residential,50,59.908,"LINESTRING (103.9009379 1.4064235, 103.9011445 1.4069211)",,Punggol Walk,,,
654,1167544132,4005057347,0,704840582,True,2,residential,50,54.199,"LINESTRING (103.9011445 1.4069211, 103.9013292 1.4073722)",,Punggol Walk,,,
655,1167544136,1748996435,0,391007738,True,,residential,50,12.144,"LINESTRING (103.9021503 1.4091749, 103.9021933 1.4092753)",,Sentul Crescent,,,
656,1167544136,2274884849,0,582412242,True,2,residential,50,30.493,"LINESTRING (103.9021503 1.4091749, 103.9019195 1.4093231)",,Sumang Link,,,
657,1167544138,5218833648,0,218215304,True,2,residential,50,4.451,"LINESTRING (103.9026218 1.410239, 103.9026449 1.4102717)",,Sentul Crescent,,,
658,1167567948,2274884591,0,500373598,True,,residential,50,14.49,"LINESTRING (103.9009545 1.4060895, 103.9009087 1.4059675)",,Punggol Walk,,,
659,1167567948,1167567983,0,582412260,True,3,tertiary,60,22.587,"LINESTRING (103.9009545 1.4060895, 103.9011352 1.4059966)",,Punggol Central,,,
660,1167567951,1167567954,0,534633473,True,,residential,50,12.311,"LINESTRING (103.9022787 1.4092217, 103.9022329 1.4091209)",,Sentul Crescent,,,
661,1167567954,1167544136,0,101125017,True,,residential,50,10.971,"LINESTRING (103.9022329 1.4091209, 103.9021503 1.4091749)",,Sumang Link,,,
662,1167567954,5256742059,0,218215300,True,2,residential,50,42.665,"LINESTRING (103.9022329 1.4091209, 103.9020851 1.4087668)",,Punggol Walk,,,
663,1167567959,1167567981,0,101125013,True,1,tertiary_link,50,28.351,"LINESTRING (103.9010845 1.4065003, 103.9010709 1.4062457)",,,,,
664,1167567959,1167567948,0,476400645,True,3,residential,50,47.91,"LINESTRING (103.9010845 1.4065003, 103.9009545 1.4060895)",,Punggol Walk,,,
665,1167567964,1167567965,0,476395128,True,3,tertiary,60,24.846,"LINESTRING (103.9001287 1.4062491, 103.8999113 1.406301)",,Punggol Central,,,
666,1167567965,368899630,0,476395128,True,3,tertiary,60,28.868,"LINESTRING (103.8999113 1.406301, 103.8996537 1.4063339)",,Punggol Central,,,
667,1167567981,1748996425,0,101125013,True,1,tertiary_link,50,10.398,"LINESTRING (103.9010709 1.4062457, 103.9010807 1.4061527)",,,,,
668,1167567982,1167567983,0,101125013,True,1,tertiary_link,50,10.867,"LINESTRING (103.9010983 1.4060871, 103.9011352 1.4059966)",,,,,
669,1167567983,6591808249,0,711645502,True,3,tertiary,60,37.421,"LINESTRING (103.9011352 1.4059966, 103.9014307 1.4058354)",,Punggol Central,,,
670,1167567993,1748996467,0,101125016,True,2,residential,50,22.951,"LINESTRING (103.8996971 1.4108128, 103.8998795 1.4107161)",,Sumang Link,,,
671,1167567993,4604821896,0,582303297,True,3,secondary,60,38.884,"LINESTRING (103.8996971 1.4108128, 103.8998682 1.4111178)",,Punggol Way,,,
672,1167567994,5098730620,0,534630355,True,2,residential,50,34.344,"LINESTRING (103.9001992 1.4105349, 103.9004677 1.4103821)",,Sumang Link,,,
673,1167568000,4604821894,0,465523921,True,1,secondary_link,50,17.525,"LINESTRING (103.9001284 1.4104553, 103.8999711 1.4104659)",,,,,
674,1167568000,1748996457,0,582303281,True,3,residential,50,38.517,"LINESTRING (103.9001284 1.4104553, 103.8998302 1.4106317)",,Sumang Link,,,
675,1167568001,1167567993,0,534630359,True,3,secondary,60,10.647,"LINESTRING (103.8996556 1.4107265, 103.8996971 1.4108128)",,Punggol Way,,,
676,1167568001,4604821901,0,582303288,True,2,residential,50,31.169,"LINESTRING (103.8996556 1.4107265, 103.8993986 1.4108386)",,Sumang Link,,,
677,1167575152,1167575164,0,101126235,True,1,tertiary,50,20.247,"LINESTRING (103.9059194 1.4032213, 103.9061013 1.403212)",,,,,
678,1167575152,373096632,0,476389869,True,4,tertiary,60,46.446,"LINESTRING (103.9059194 1.4032213, 103.9062514 1.4029677)",,Punggol Central,,,
679,1167575164,1167575165,0,101126235,True,1,tertiary,50,9.009,"LINESTRING (103.9061013 1.403212, 103.9061821 1.4032183)",,,,,
680,1167575165,1167575166,0,101126235,True,1,tertiary,50,8.65,"LINESTRING (103.9061821 1.4032183, 103.9062553 1.4032447)",,,,,
681,1167575166,1167575167,0,101126235,True,1,tertiary,50,5.659,"LINESTRING (103.9062553 1.4032447, 103.9062952 1.4032763)",,,,,
682,1167575167,1167575168,0,101126235,True,1,tertiary,50,6.43,"LINESTRING (103.9062952 1.4032763, 103.9063394 1.4033136)",,,,,
683,1167575168,1167575172,0,101126235,True,1,tertiary,50,11.018,"LINESTRING (103.9063394 1.4033136, 103.9064076 1.4033855)",,,,,
684,1167575172,4699873961,0,166527474,True,3,tertiary,60,66.356,"LINESTRING (103.9064076 1.4033855, 103.9066694 1.4039218)",,Punggol Road,,,
685,1167581612,1779695363,0,166523756,True,2,secondary,60,95.874,"LINESTRING (103.9086715 1.4074574, 103.9082413 1.4067101)",,Punggol Road,yes,,
686,1167581624,5860784228,0,476393007,True,3,secondary,,129.691,"LINESTRING (103.9087608 1.407882, 103.9093401 1.4088944)",,Punggol Road,,,
687,1167584057,368935437,0,444899256,True,2,secondary,50,32.829,"LINESTRING (103.9068685 1.4168168, 103.9071393 1.416699)",,Punggol Way,,,
688,1167584086,368935424,0,535773831,True,3,secondary,50,28.029,"LINESTRING (103.9046235 1.4175414, 103.9048744 1.4175664)",,Punggol Way,,,
689,1167584091,368935419,0,32759984,True,3,secondary,50,69.445,"LINESTRING (103.9028838 1.4166767, 103.9034244 1.4169897)",,Punggol Way,,,
690,1167584093,5148252369,0,32759984,True,3,secondary,50,22.699,"LINESTRING (103.9025359 1.4164228, 103.902694 1.416552)",,Punggol Way,,,
691,1167584095,1167584093,0,32759984,True,3,secondary,50,34.646,"LINESTRING (103.9023164 1.4162016, 103.9025359 1.4164228)",,Punggol Way,,,
692,1167584100,1167584095,0,32759984,True,3,secondary,50,30.606,"LINESTRING (103.9021283 1.4160006, 103.9023164 1.4162016)",,Punggol Way,,,
693,1378200024,5862927575,0,101129117,True,2,residential,40,49.143,"LINESTRING (103.9117152 1.390979, 103.9119986 1.3913182)",,Punggol Field Walk,,,
694,1476355618,6138662551,0,34934793,True,2,tertiary,40,18.677,"LINESTRING (103.8986182 1.3938711, 103.8986787 1.3940278)",,Compassvale Road,,,
695,1538375249,2391355036,0,630157533,True,3,secondary,60,30.712,"LINESTRING (103.8918026 1.4117848, 103.8916001 1.4115969)",,Seletar Link,,,
696,1712346000,242950951,0,479745787,True,2,secondary,60,49.216,"LINESTRING (103.9019267 1.3883219, 103.9019132 1.3878795)",,Punggol Road,,,
697,1712346001,4727949761,0,160443490,True,2,secondary,60,48.154,"LINESTRING (103.9018968 1.3894332, 103.901924 1.389001)",,Punggol Road,,,
698,1712383804,1748996439,0,32759106,True,2,residential,50,14.347,"LINESTRING (103.9057868 1.4094777, 103.9057138 1.4095841)",,Sentul Crescent,,,
699,1736627853,242937271,0,32776854,True,3,primary,70,64.561,"LINESTRING (103.9113907 1.3887041, 103.9109302 1.3883503)",,Punggol East Flyover,yes,,
700,1736627854,1736627856,0,32776866,True,3,primary,70,60.966,"LINESTRING (103.9113047 1.3888118, 103.9117312 1.3891565)",,Punggol East Flyover,yes,,
701,1736627855,1736627853,0,32776854,True,3,primary,70,60.952,"LINESTRING (103.9118163 1.3890497, 103.9113907 1.3887041)",,Punggol East Flyover,yes,,
702,1736627856,1736627858,0,32776866,True,3,primary,70,60.669,"LINESTRING (103.9117312 1.3891565, 103.9121619 1.3894916)",,Punggol East Flyover,yes,,
703,1736627857,1736627855,0,32776854,True,3,primary,70,60.995,"LINESTRING (103.9122453 1.3893917, 103.9118163 1.3890497)",,Punggol East Flyover,yes,,
704,1736627858,368890640,0,32776866,True,3,primary,70,61.103,"LINESTRING (103.9121619 1.3894916, 103.9125778 1.3898509)",,Punggol East Flyover,yes,,
705,1736627859,242937186,0,475356374,True,3,primary,70,46.851,"LINESTRING (103.9129548 1.3900244, 103.9126609 1.3897224)",,Punggol East,,,
706,1736627860,395048597,0,620546648,True,3,primary,70,37.982,"LINESTRING (103.9128689 1.3901358, 103.9130978 1.3903894)",,Punggol East,,,
707,1736652601,4697831205,0,32760126,True,4,secondary,50,10.345,"LINESTRING (103.9009553 1.4128778, 103.9009213 1.4127912)",,Punggol Way,,,
708,1736652633,6372073551,0,652036329,True,3,secondary,50,151.853,"LINESTRING (103.8927969 1.4186744, 103.8932907 1.4174011)",,Seletar North Link,,,
709,1736652636,3089269532,0,534642323,True,3,secondary,50,63.529,"LINESTRING (103.8924797 1.4191019, 103.8921945 1.419597)",,Seletar North Link,,,
710,1736652637,1748976538,0,646750176,True,,secondary,50,14.172,"LINESTRING (103.8926159 1.4191556, 103.8926721 1.4190412)",,Seletar North Link,,,
711,1736652638,1748976544,0,465515643,True,2,secondary_link,50,41.105,"LINESTRING (103.8923522 1.4196881, 103.8925907 1.4194056)",,,,,
712,1736652638,5148242807,0,646368961,True,3,secondary,50,45.212,"LINESTRING (103.8923522 1.4196881, 103.8925441 1.4193296)",,Seletar North Link,,,
713,1736766894,1736652633,0,465515644,True,2,secondary_link,50,20.227,"LINESTRING (103.892798 1.4188563, 103.8927969 1.4186744)",,,,,
714,1736766907,1748976535,0,465515644,True,2,secondary_link,50,10.284,"LINESTRING (103.8928758 1.4190306, 103.8928277 1.4189516)",,,,,
715,1736766915,1736766917,0,465515643,True,2,secondary_link,50,15.215,"LINESTRING (103.8926585 1.4193473, 103.8927819 1.4192881)",,,,,
716,1736766917,1736766945,0,465515643,True,2,secondary_link,50,14.788,"LINESTRING (103.8927819 1.4192881, 103.8929146 1.4192787)",,,,,
717,1736766926,1736652636,0,646663872,True,,secondary,50,14.588,"LINESTRING (103.892541 1.4189859, 103.8924797 1.4191019)",,Seletar North Link,,,
718,1736766942,1736766907,0,465515644,True,2,secondary_link,50,28.257,"LINESTRING (103.8930582 1.4192076, 103.8928758 1.4190306)",,,,,
719,1748976535,1736766894,0,465515644,True,2,secondary_link,50,11.099,"LINESTRING (103.8928277 1.4189516, 103.892798 1.4188563)",,,,,
720,1748976538,1736652633,0,647779525,True,3,secondary,50,43.081,"LINESTRING (103.8926721 1.4190412, 103.8927969 1.4186744)",,Seletar North Link,,,
721,1748976544,1736766915,0,465515643,True,2,secondary_link,50,9.941,"LINESTRING (103.8925907 1.4194056, 103.8926585 1.4193473)",,,,,
722,1748996424,1167567964,0,476395128,True,3,tertiary,60,43.998,"LINESTRING (103.9005046 1.4061252, 103.9001287 1.4062491)",,Punggol Central,,,
723,1748996425,1167567982,0,101125013,True,1,tertiary_link,50,7.552,"LINESTRING (103.9010807 1.4061527, 103.9010983 1.4060871)",,,,,
724,1748996427,4697836395,0,166523290,True,2,residential,50,62.043,"LINESTRING (103.9060041 1.4086023, 103.9058118 1.4080785)",,Sentul Crescent,,,
725,1748996428,6589393650,0,701650665,True,2,residential,50,10.661,"LINESTRING (103.9058521 1.4085382, 103.9058817 1.4086294)",,Sentul Crescent,,,
726,1748996429,1748996427,0,166523290,True,2,residential,50,16.186,"LINESTRING (103.906037 1.4087441, 103.9060041 1.4086023)",,Sentul Crescent,,,
727,1748996430,1748996429,0,166523290,True,2,residential,50,15.033,"LINESTRING (103.9060564 1.4088779, 103.906037 1.4087441)",,Sentul Crescent,,,
728,1748996431,1748996432,0,32759106,True,2,residential,50,14.64,"LINESTRING (103.9059292 1.4088916, 103.9059331 1.4090232)",,Sentul Crescent,,,
729,1748996432,4697836394,0,32759106,True,2,residential,50,15.12,"LINESTRING (103.9059331 1.4090232, 103.9059131 1.4091577)",,Sentul Crescent,,,
730,1748996433,1748996430,0,166523290,True,2,residential,50,18.252,"LINESTRING (103.9060528 1.409042, 103.9060564 1.4088779)",,Sentul Crescent,,,
731,1748996434,1748996433,0,166523290,True,2,residential,50,17.048,"LINESTRING (103.9060257 1.4091929, 103.9060528 1.409042)",,Sentul Crescent,,,
732,1748996435,1167567951,0,500373452,True,,residential,50,11.209,"LINESTRING (103.9021933 1.4092753, 103.9022787 1.4092217)",,Sumang Link,,,
733,1748996435,2274884855,0,500373453,True,2,residential,50,38.921,"LINESTRING (103.9021933 1.4092753, 103.9023363 1.4095948)",,Sentul Crescent,,,
734,1748996436,1712383804,0,32759106,True,2,residential,50,21.985,"LINESTRING (103.9058695 1.4092981, 103.9057868 1.4094777)",,Sentul Crescent,,,
735,1748996438,4884878978,0,720099565,True,2,residential,50,16.368,"LINESTRING (103.9059167 1.4094967, 103.9059703 1.4093596)",,Sentul Crescent,,,
736,1748996439,1748996441,0,32759106,True,2,residential,50,13.53,"LINESTRING (103.9057138 1.4095841, 103.9056282 1.4096706)",,Sentul Crescent,,,
737,1748996440,1748996438,0,720099565,True,2,residential,50,16.046,"LINESTRING (103.9058396 1.4096187, 103.9059167 1.4094967)",,Sentul Crescent,,,
738,1748996441,368906183,0,32759106,True,2,residential,50,17.947,"LINESTRING (103.9056282 1.4096706, 103.905495 1.4097618)",,Sentul Crescent,,,
739,1748996442,1748996440,0,720099566,True,2,residential,50,16.909,"LINESTRING (103.9057463 1.4097388, 103.9058396 1.4096187)",,Sentul Crescent,,,
740,1748996443,1748996442,0,720099566,True,2,residential,50,22.232,"LINESTRING (103.9055915 1.4098654, 103.9057463 1.4097388)",,Sentul Crescent,,,
741,1748996444,4698044170,0,166523292,True,2,residential,50,75.833,"LINESTRING (103.9027186 1.4101889, 103.9024362 1.4095681)",,Sentul Crescent,,,
742,1748996445,1779690292,0,166523293,True,2,residential,50,4.137,"LINESTRING (103.9028108 1.4103302, 103.9027892 1.4102999)",,Sentul Crescent,yes,,
743,1748996446,1748996450,0,166523291,True,2,residential,50,20.694,"LINESTRING (103.9027275 1.4103897, 103.9028569 1.4105235)",,Sentul Crescent,yes,,
744,1748996447,1748996445,0,166523293,True,2,residential,50,16.833,"LINESTRING (103.9029164 1.4104387, 103.9028108 1.4103302)",,Sentul Crescent,yes,,
745,1748996448,1748996452,0,32759106,True,2,residential,50,18.417,"LINESTRING (103.9041359 1.4105041, 103.9039857 1.410574)",,Sentul Crescent,,,
746,1748996449,1748996447,0,166523293,True,2,residential,50,15.006,"LINESTRING (103.9030249 1.410519, 103.9029164 1.4104387)",,Sentul Crescent,yes,,
747,1748996450,1748996454,0,166523291,True,2,residential,50,16.366,"LINESTRING (103.9028569 1.4105235, 103.9029773 1.4106082)",,Sentul Crescent,yes,,
748,1748996452,1748996456,0,32759106,True,2,residential,50,18.301,"LINESTRING (103.9039857 1.410574, 103.9038295 1.410626)",,Sentul Crescent,,,
749,1748996453,3849480352,0,720099567,True,2,residential,50,15.283,"LINESTRING (103.9041624 1.4106151, 103.9042849 1.4105527)",,Sentul Crescent,,,
750,1748996454,3902801397,0,166523291,True,2,residential,50,13.642,"LINESTRING (103.9029773 1.4106082, 103.9030856 1.4106659)",,Sentul Crescent,yes,,
751,1748996455,3902801398,0,166523293,True,2,residential,50,16.2,"LINESTRING (103.9032569 1.410626, 103.9031205 1.4105747)",,Sentul Crescent,yes,,
752,1748996456,1748996458,0,32759106,True,2,residential,50,13.84,"LINESTRING (103.9038295 1.410626, 103.903709 1.4106573)",,Sentul Crescent,,,
753,1748996457,1167568001,0,534630352,True,2,residential,50,22.087,"LINESTRING (103.8998302 1.4106317, 103.8996556 1.4107265)",,Sumang Link,,,
754,1748996457,4604821891,0,582303273,True,3,secondary,60,34.067,"LINESTRING (103.8998302 1.4106317, 103.8996931 1.4103577)",,Punggol Way,,,
755,1748996458,1779690294,0,32759106,True,2,residential,50,7.953,"LINESTRING (103.903709 1.4106573, 103.9036381 1.4106669)",,Sentul Crescent,,,
756,1748996459,1748996455,0,166523293,True,2,residential,50,18.137,"LINESTRING (103.9034161 1.4106617, 103.9032569 1.410626)",,Sentul Crescent,yes,,
757,1748996460,3902801395,0,166523293,True,2,residential,50,10.211,"LINESTRING (103.9035603 1.4106736, 103.9034688 1.4106655)",,Sentul Crescent,yes,,
758,1748996462,1748996453,0,720099568,True,2,residential,50,17.178,"LINESTRING (103.9040213 1.4106781, 103.9041624 1.4106151)",,Sentul Crescent,,,
759,1748996463,1748996466,0,166523291,True,2,residential,50,19.415,"LINESTRING (103.9032197 1.4107271, 103.9033893 1.4107688)",,Sentul Crescent,yes,,
760,1748996464,1748996462,0,720099568,True,2,residential,50,19.282,"LINESTRING (103.9038563 1.4107316, 103.9040213 1.4106781)",,Sentul Crescent,,,
761,1748996465,1748996464,0,720099568,True,2,residential,50,16.161,"LINESTRING (103.903715 1.4107658, 103.9038563 1.4107316)",,Sentul Crescent,,,
762,1748996466,3902801396,0,166523291,True,2,residential,50,8.337,"LINESTRING (103.9033893 1.4107688, 103.9034641 1.4107743)",,Sentul Crescent,yes,,
763,1748996467,1748996457,0,476138606,True,4,secondary,60,10.868,"LINESTRING (103.8998795 1.4107161, 103.8998302 1.4106317)",,Punggol Way,,,
764,1748996467,6192558605,0,582303285,True,2,residential,50,9.688,"LINESTRING (103.8998795 1.4107161, 103.8999553 1.4106731)",,Sumang Link,,,
